id,love,joy,surprise,anger,sadness,fear,comment
1616819_1,,,,,,,"Here's what got renamed:

 .../{hadoop-hbase.postinst => hadoop.postinst}  
.../deb/hbase/{hadoop-hbase-doc.dirs => hbase-doc.dirs}
.../deb/hbase/{hadoop-hbase-doc.install => hbase-doc.install}
 .../deb/hbase/{hadoop-hbase.dirs => hbase.dirs}    
 .../hbase/{hadoop-hbase.install => hbase.install}  
 .../{hadoop-hbase.manpages => hbase.manpages}      
 .../hbase/{hadoop-hbase.preinst => hbase.preinst}  
 .../hbase/SOURCES/{hadoop-hbase.sh => hbase.sh}    
 .../{hadoop-hbase.sh.suse => hbase.sh.suse}  
 "
1008663_1,,,,,,,HADOOP-5679 changed this function to return int instead of void.
1729483_1,,,,,,,Some amount of searching later...
1729483_2,,,,,,,"I can't come up with a pure-CSS, in-place change for this."
1729483_3,,,,,,,Another alternative might be to make a little icon + onhover that displays the non-comma'ed value and change the default display to comma'ed?
1729483_4,,,,,,,The icon may be unnecessary; maybe just onhover on the text itself?
1379857_1,,,,,,,Commited a fix for this into trunk using revision 610846.
1379857_2,,,,,,,I will work on merging this into 10.3 codeline and writing a test case.
1379857_3,,,,,,,"The tests ran fine on my Windows XP machine with Sun jdk1.4 The commit comments are as follows

DERBY-3302 The user was running into null pointer exception at the time of database recovery
because Derby was trying to get the Collator object through database context."
1379857_4,,,,,,,"But the 
Collator object is already available in the territory sensitive character classes and we
do not have to go to database context to get it."
1379857_5,,,,,,,"I changed the code to use that collator 
object rather than look into database context."
1379857_6,,,,,,,"The reason for null pointer exception was 
that database context was not loaded yet during database recovery."
561838_1,,,,,,,I would like to close this issue.
561838_2,,,,,,,Redirect handling has undergone significant changes since this issue was opened and we still need to take a hard look at redirects and possibly how scores are represented.
561838_3,,,,,,,"However, the newer scoring and indexing frameworks do work around this issue."
578573_1,,,,,,,Pushed to master.
626543_1,,,,,,,I have changed the title and description of this JIRA to fit our current idea.
1459150_1,x,,,,,,I love this.
1459150_2,,,,,,x,Currently the user passwords are too insecure.
1459150_3,,,,,,,A slow hash algorithm makes offline cracking harder.
1459150_4,,,,,,,"It would require changes to the API to have crypto only run on the server, but it might be simpler."
1688901_1,,x,,,,,"dc36d49eb3e240b3d8fd8b89ab178a7b1ec17d8b TS-1513: SPDY plugin crashes on connection close

Thanks for testing!"
1688901_2,,,,,,,Fixed the crash in this bug; let's open a new one for the SPDY connection issues.
582888_1,,,,,,,"Could you attach a test case (Junit preferrably) that shows the unexpected behaviour?
"
1613036_1,,,,,x,,"I'm not sure what the problem is, but the behavior (at least in 0.1.4) is that the _isClosed AtomicBoolean is not being set to closed in a timely manner."
1613036_2,,,,,,,This may only be related to the BlurIndexReader and may not be an issue in the BlurIndexNRT.
390196_1,,,,,,,"marking Fixed in 1.3

(I believe Ryan left this open to track any potential issues ...  if nothing else this way we'll remember to resolve it before releasing)"
459608_1,x,,,,,,Thanks for looking into this Allan.
459608_2,,,,,,,"I was thinking more of what happens on a Unix shell when you hit ""clear""."
459608_3,,,,,,,"With your patch, the cursor might still be at the end of the grunt window after 14 new lines."
1584099_1,x,,,,,,Thank you Babak!
1584099_2,,x,,,,,I will be the sponsor for your beer the next time we meet.
1589590_1,,,,,,,"Claus, I think I'm busy the next two weeks with [CAMEL-3468|https://issues.apache.org/jira/browse/CAMEL-3468], [CAMEL-3472|https://issues.apache.org/jira/browse/CAMEL-3472], [CAMEL-3471|https://issues.apache.org/jira/browse/CAMEL-3471], [CAMEL-3470|https://issues.apache.org/jira/browse/CAMEL-3470] and [CAMEL-3311|https://issues.apache.org/activemq/browse/CAMEL-3311]."
1589590_2,,,,,,,"Depending of the release date for Camel 2.6 and the priority of the other issues (may be I can reschedule [CAMEL-3471|https://issues.apache.org/jira/browse/CAMEL-3471] and/or other issues), I can do it in the remaining time."
1589590_3,,x,,,,,But I'm probably not an JMX expert... ;-)
1032584_1,,,,,,,Adds a new class of Exception.
1032584_2,,,,,,,Now TestBatchUpdate takes 50 sec instead of 250.
1032584_3,,,,,,,Please review.
1605364_1,,,,,x,,"Sorry for the delay and thanks for the good work, works like a charm!"
1605364_2,,x,,,,,"I tested a couple of projects with IDEA 7 and 8 and some more with IDEA 7, and everything is working."
1605364_3,,,,,,,Obviously I was testing artifacts:sources as well.
1605364_4,,,,,,,"buildr idea still produces the ""old"" format files (IDEA 6 maybe?)"
1605364_5,,x,,,,,but both IDEA 7 and IDEA 8 seem to handle them just fine.
1605364_6,,,,,,,"At some moments it could be upgraded to do IDEA 8 format, but it's not important for now."
675071_1,,,x,,,,Is the bug really in NGramTokenFilter?
675071_2,,,,,,,"This seems to be a larger problem that would affect all tokenfilters that break larger tokens
into smaller ones and recalculate offsets, right?"
675071_3,,,,,,,"For example: EdgeNGramTokenFilter, ThaiWordFilter, SmartChineseAnalyzer's WordTokenFilter, etc?"
675071_4,,,,,,,"I think WordDelimiterFilter has special code that might avoid the problem (line 352), so it might
be ok.

Is there any better way we could solve this: for example maybe instead of the tokenizer calling
correctOffset() it gets called somewhere else?"
675071_5,,,,,,,"This seems to be what is causing the problem.
"
836470_1,,,,,,,Uploading another patch for fixing the maven pattern to add the classifier.
1563411_3,,,,,,,I don't see the connection to .tmp files.
1563411_4,,,,,,,(Also: have you verified that the channel will actually infinite-loop returning 0?
1563411_5,,,,,,,"Kind of odd behavior, although I guess it's technically within-spec.)"
1563411_7,,,,,,,IncomingStreamReader does clean the tmp file when there is an expection (there's an enclosing 'try catch').
1563411_8,,,,,,,The problem is that no exception is raised if the other side of the connection dies.
1563411_9,,,,,,,What will happen then is the read will infinitely read 0 bytes.
1563411_10,,,,,,,"So this actually avoid the infinite loop returning 0 (and so I think answered your second question, so it wasn't very clear)."
1563411_11,,,,,,,"Note that without this patch, there is an infinite loop that will hold a socket open forever (and consume cpu, though very few probably in that case)."
1563411_12,,,,,,,So this is not just merely a fix of deleting the tmp files.
1563411_13,,,,,,,But it does as a consequence of correctly raising an exception when should be.
792258_1,,,,,,,"<joes4> lists will be available in 1 hour from now.
"
1526359_1,,,,,,,"Andrew, are you familiar with this code?"
1526359_2,,,,,,,"I've got a patch, figured I'd have someone take a quick look-see before pushing it to Apache."
1667093_1,,,,,x,,Sorry I thought submit patch was the way to attach a patch.
744684_1,,,,,,,"Patch providing Comparable for ""api2"" project."
744684_3,,,,,,,"Patch does the following
1."
744684_4,,,,,,,"IntIdentity, ShortIdentity, LongIdentity, CharIdentity, ByteIdentity, StringIdentity provide implementation of compareTo() allowing comparison with other identity *of the same type*."
744684_5,,,,,,,2
744684_6,,,,,,,"ObjectIdentity disallows comparison
"
474173_1,,,,,,,"The insert_between.patch fixes the following:

1."
474173_2,,,,,,,"Changes the implementation of insertBetween in OperatorPlan.java so that the ordering of the predecessors is not changed

2."
474173_3,,,,,,,Changed log.info in LOForeach getSchema() to log.debug.
474173_4,,,,,,,"One of my earlier patches had the log.info

3."
474173_5,,,,,,,"Removed a printPlan use in TestLogicalPlanBuilder.java

The unit tests that still fail are:

    [junit] Running org.apache.pig.test.TestEvalPipeline
    [junit] Tests run: 8, Failures: 0, Errors: 1, Time elapsed: 141.926 sec
    [junit] Test org.apache.pig.test.TestEvalPipeline FAILED

    [junit] Running org.apache.pig.test.TestFilterOpNumeric
    [junit] Tests run: 8, Failures: 0, Errors: 1, Time elapsed: 56.446 sec
    [junit] Test org.apache.pig.test.TestFilterOpNumeric FAILED

    [junit] Running org.apache.pig.test.TestStoreOld
    [junit] Tests run: 3, Failures: 0, Errors: 2, Time elapsed: 39.782 sec
    [junit] Test org.apache.pig.test.TestStoreOld FAILED
"
1093320_2,,,,x,,,"It's kind of annoying to have to use 4GB of temporary space

Nope, it only writes the compressed file to disk; {{gzip -1}} compresses 4GB of zeros to 18 MiB."
1093320_4,x,,,,,,"Could you please port it to branch-1 that that we could integrate it to branch-1-win

Slavik, thanks for the review!"
1093320_5,,,,,x,,"I don't have very much experience on branch-1, would you like to take a shot at the port?"
1093320_6,,,,,x,,Especially I don't know very much about the test framework differences.
1093320_7,,,,,x,,I will figure out the details and do the port later this week if you don't get to it first.
797577_1,,,,,,,xerces.apache.org has been added to DNS.
797577_2,,,,,,,"I am going to wait until it propagates before continuing.
"
694362_1,,,,,,,"ISOLatinAccentFilter.java again, now with Unicode Latin Extended B as well."
807574_1,,,,,,,"Hi Sebb,

In these cases 'this' and 'connectionPool' refer to the same object."
807574_2,,,,,,,It just depends if the code is inside the connectionPool (uses this) or inside MTHCM (uses connectionPool).
807574_3,,,,,,,Mike
1425833_1,,,,,,,Stopping SQL routines accessing the privileged blocks is through DERBY-2331 and DERBY-2330
1394064_1,,,,,x,,"sorry, unassigning myself from this backport."
1394064_2,,,,,x,,Another backport (for a different jira) of mine is failing and I want to see if I can figure out what might be wrong there before doing a new backport.
520007_1,x,,,,,,"Thanks Ashish,
For committing the patch."
520007_2,,,,,,,If I see more occurrence of Lookup or search for find forms then shortly upload the patch for this fixes .
520007_3,x,,,,,,"Thanks
Chandan Khandelwal

"
748870_1,,,,,x,,"To upgrade to a recent version of Jackrabbit, see http://wiki.apache.org/jackrabbit/BackupAndMigration
I'm afraid I can't say much about the risk.

"
1586960_2,,,,,,,Can you just apply this patch file over top of the other one?
867445_1,,,,,,,Uploading rebased patch for sathish
934135_2,,,,,,,Maybe we should purge the Reader+queuing step and just have Handlers do the read (Nicolas Liochon what you think?)
934135_3,,,,,x,,"I've tried something similar (I removed the handlers and kept the readers), but the performance was not visible."
934135_4,,,,,x,,The responder seemed to be a bottleneck.
934135_5,,,,,x,,"But it was not the only issue: we also want to manage priorities between the tasks, but we need to read them to get enough information to make the right priorities.
"
1118631_1,,,,,,,I just committed this.
1118631_2,x,,,,,,"Thanks, Aaron!"
708178_2,,,,,,,I knew they were missing and just forgot to do it before I committed it.
626526_1,,,,,,,Cancelling current patch to upload new patch
1357364_1,,,,,,,"To answer your questions in order:
This problem only happens with the embedded driver because the Database is created inside the JVM and locked to prevent other processes to connect to it."
1357364_2,,,,,,,"With the client, you can connect to the same database many times."
1357364_3,,,,,,,I'll attach a zip with a small test project where you can reproduce the problem.
1357364_4,,,,,,,"(all you need to add is your derby.jar)

I'm testing the DerbyTest from Eclipse."
1357364_5,,,,,,,I'm starting the 2nd version of DerbyTest from Eclipse as well.
1357364_6,,,,,,,When debugging it in Eclipse you can see the number of daemons grow very fast.
1357364_7,,,,,x,,While creating the DerbyTest I did notice that this problem is caused by the Database pool because it tries to connect to the database in the background.
1357364_8,,,,,,,Still using a connection pool is pretty common.
1357364_9,x,,,,,,Please let me know if you need something else.
1357364_10,,,,,,,"Regards,

Leon


"
894554_1,,,,,,,"Hey Uma, I've elected not to revert the patch as-committed, since it does indeed fix the bug at hand."
894554_2,,,,,,,"But, in reviewing the patch, I've come up with a number of ideas for how LeaseManager#changeLease and FSNamesystem#unprotectedChangeLease can be improved."
894554_3,,,,,,,I've filed them in this JIRA: HDFS-2875.
894554_4,x,,,,,,"If you would like to take up this work, that'd be great."
894554_5,x,,,,,,"Otherwise, hopefully someone else will improve this code when they've got some time."
311661_1,,,,,x,,Sorry [~fiberlijun] - havent had a chance to look at it yet.
311661_2,,,,,,,Will try and do so within the next couple of days unless [~bikassaha] or [~sseth] beat me to it.
696082_1,,,,,,,"As KeywordTokenizer does the same thing, I'll close this issue."
696082_2,,,,,x,,(I could not get what KEYWORD means.)
941315_1,,,,,,,Some folks on the mailing list had something like this happening to them.
289145_1,,,,,x,,"I am checking out the dojo fixes and patching them in, sorry for the delay, it has been a long time
"
450913_1,,,,,,,Added Maven Remote Resources Plugin version 1.0-alpha-5.
698238_1,,,,,x,,"> then we don't save IO by limiting the buffer size to 1 KB

I'm confused by this."
698238_2,,,,,,,"My assumption is that, when you make a request to read 1k from a disk file, that the OS reads substantially more than 1k from the disk and places it in the buffer cache."
698238_3,,,,,,,(The cost of randomly reading 1k is nearly the same as randomly reading 100k--both are dominated by seek.)
698238_4,,,,,,,"So, if you make another request to read 1k shortly thereafter you'll get it from the buffer cache and the incremental cost will be that of making a system call."
698238_5,,,,,,,"In general, one should thus rely on the buffer cache and read-ahead, and make input buffers only big enough so that system call overhead is insignificant."
698238_6,,,,,,,"An alternate strategy is to not trust the buffer cache and read-ahead, but rather to make your buffers large enough so that transfer time dominates seeks."
698238_7,,,,,,,"This can require 1MB or larger buffers, so isn't always practical."
698238_8,,,,,,,"So, back to your statement, a 1k buffer doesn't save physical i/o, but nor should it incur extra physical i/o."
698238_9,,,,,,,"It does incur extra system calls, but uses less memory, which is a tradeoff."
698238_10,,,,,,,Is that what you meant?
939903_1,x,,,,,,"[~lhofhansl], thank you so much."
939903_2,,,,,,,I will upload another patch (V5) in a couple minutes.
939903_3,,,,,,,"There are some changes about ServerName in the past few weeks, so v5.patch changed this one-line
{code}
      return ServerName.valueOf(hostname, 1234, 1L);
{code}"
611194_1,,,,,x,,"Seems to be failing for a different reason now

testContainerLaunch(org.apache.hadoop.yarn.server.nodemanager.TestLinuxContainerExecutorWithMocks)  Time elapsed: 0.523 sec  <<< FAILURE!"
879843_1,,,,,,,Patch uploaded.
879843_2,,,,,,,Have passed all the local unit tests.
538019_1,,,,,x,,"Sorry, for all the issue mails, I forgot to mention the second:

2) There is commented source in the test, should it be enabled or removed?"
538019_2,,,,,,,"//OdfDocument embedDoc = doc.getEmbeddedDocument(""Object 7"");
//embedDoc.save(ResourceUtilities.newTestOutputFile(TEST_FILE_EMBEDDED_SAVE_OUT));
//embedDoc = OdfDocument.loadDocument(ResourceUtilities.getTestResourceAsStream(TEST_FILE_EMBEDDED_SAVE_OUT));
//Assert.assertEquals(embedDoc.getMediaType(), OdfMediaType.TEXT.toString());

Svante"
574945_2,,,,,x,,I'm very sorry.
574945_3,,,,,,,"If you want to work on it or assign it to someone else, please do."
574945_4,,,,,,,"Otherwise, I will try to look at it when I return to some JSF development at work later this month."
799938_1,,,,,,,"If there's a problem with items being in the cache when they shouldn't be, adding a check around the Add method isn't a solution to that problem."
799938_2,,,,,,,We should be Remove()ing items from the cache...not just overwriting them.
1010133_1,,,,,,,I applied an addendum for HBASE-3904 v6 to TRUNK.
1010133_2,,,,,,,NPE is fixed.
1010133_3,,,,,,,"However, HBASE-4087 is required for the new unit test to pass."
1740169_1,,,,,,,"Sample client, server and broker configuration."
1740169_2,,,,,,,"Watch out for ""Got InvalidDestinationException"" messages."
1497568_1,,,,,,,Kiran - I think this is a setup issue than anything else.
1497568_2,,,,,,,Hugo - if you couldnt reproduce it please close it
1083261_1,,,,,,,A quick and simple fix.
686001_2,,,,,,,How to handle the problem with LUCENE_29 setting and the posIncr of stopwords together with QueryParser that has a default setting of ignoring posIncr?
686001_3,,,,,,,How about adding required Version to QP ctor?
687610_1,,x,,,,,Thanks Mark for taking care of this issue!
687610_3,,x,,,,,"this class, funny coincidence :)

What are you thoughts about QueryParser being able to know about custom Query implementations?"
687610_5,,,,,,,"if I were to write a MyQuery class and implemen the toString method a certain way, how would QueryParser know about MyQuery?"
687610_6,,,,,,,Is it possible to extend QueryParser?
985359_1,,,,,x,,"Sorry guys... :(
I was the reason for this trouble."
985359_2,,,,,x,,I should have been very careful before doing this.
482429_1,,,,,,,"Hi,

could you add the following line
form.getDictionary().setItem(COSName.getPDFName(""NeedAppearances""),COSBoolean.TRUE);

right after
PDAcroForm form = docCatalog.getAcroForm();

and try again?"
482429_2,,,,,,,"BR
Maruan"
339639_1,,,,,,,Still about 2 hours worth of work left on this.
152998_1,,,,,x,,"My bad, forgot to include the test file in the patch... Resubmitting in a second. "
321869_1,,,,,,,"I changed the issue title, because this issue includes the implementation of non-standard math functions."
311643_2,,,,,,,"Make scheduler heartbeat interval configurable (bikas)
"
808821_1,,,,,x,,*sorry*
307952_1,,,,,x,,Damn.
307952_2,,,,,x,,Git is tricky that way.
307952_3,,x,,,,,:)  Will have a look.
147309_1,,x,,,,,"great idea, those are lost to the ages but I'll try to reproduce."
1404948_1,,,,,,,+1 for making test behaves predictable.
1404948_2,,,,,,,Tests are meant to raise potential issues not to add variation of the issue.
1404948_3,,,,,,,I can see leaning toward to selects from the FLUSHER table with explicit checkpoints is a good balance for this case.
1404948_4,,x,,,,,"However, the goal of the test was very good."
1404948_5,,,,,,,"I am not aware of whether we have test to fill the page cache with new data, evicting all pages currently in the cache so the row count changes are written at a known point in time."
1404948_6,,,,,,,"And, it will be a good test to have in turn of code coverage point of view. "
1068983_1,,,,,,,This patch fixes bug for ia32.
1068983_2,,,,,,,Breakpoint handler frame is detected and processed specifically by unwinding algorithm.
1697610_1,,,,,,,Ran for almost an hour this time.
1697610_2,,,,,,,Dump looks similar to previous one.
473519_1,,,,,,,Here's another whack at splitting the patch.
473519_2,,,,,,,"I addressed Shravan's request to add in the MRStreaming stuff into LocalLauncher, and put in the jc.stop() calls after failed jobs in both Local and MapReduceLauncher."
934597_2,,,,,,,"...and it seems like having 2 APIs, KV and Cell, for every method other than those that take Cell-types params..."
934597_3,,,,,,,Which methods we talking about here?
934597_4,,,,,,,There a list?
149095_1,x,,,,,,Thanks Pat.
149095_2,x,,,,,,Patch looks good to me.
149095_3,,,,,,,Ill go ahead and push it.
1415798_2,,x,,,,,I like this title.
1415798_3,,,,,,,It is specific to what it is describing.
1415798_4,,x,,,,,Thanks.
544990_2,,,,,,,Couldn't the NodeState implementations in question (StoreNodeAsState AFAICS) just use their id to implement hashCode()?
544990_3,,x,,,,,"indeed, good catch!"
781677_1,,,,,,,"<joes4> This is a bug in FreeBSD's ldap support- sorry there's nothing we can do about it.
"
322106_1,,,,,,,"In pom.xml of tajo root, you forget to change the tajo version to 0.8 at Line 76."
1547956_1,,,,,,,"Aaron,

Go ahead."
230395_1,,,,,,,Patch that adds the fix to WebResponse
728458_1,,,,,,,Thanks for patch v2.
728458_2,,,,,,,"Some comments:
20."
728458_3,,,,,,,Log.truncateTo(): The following code seems to be used just for getting the first segment.
728458_8,,,,,,,22
728458_9,,,,,,,"ReplicaManager:
22.1 recordLeaderLogUpdate(): Could we rename it to recordLeaderLogEndOffset()?"
728458_10,,,,,,,22.2 close(): Could we rename it to shutdown to map startup()?
728458_11,,,,,,,22.3 readCheckpointedHighWatermark(): We should just read the HW from memory.
728458_12,,,,,,,The on-disk version is only useful on broker startup when we populate the in-memory HW using the on disk version.
728458_13,,,,,,,23
728458_14,,,,,,,"HighwaterMarkCheckpoint: Is it better to name the file "".highwaterMark"" so that it's hidden?
"
1046439_1,,,,,,,I applied the patch at revision: 599008.
1046439_2,,,,,,,"Still, why do we hardcode these numbers, e.g."
1046439_3,,,,,,,"port/src/lil/em64t/pim/m2n_em64t_internal.h:
#ifdef _WIN64
const unsigned m2n_sizeof_m2n_frame = 120;
#else
const unsigned m2n_sizeof_m2n_frame = 104;
#endif

vmcore/src/util/em64t/base/compile_em64t.cpp:
// Stack size should be (% 8 == 0) but shouldn't be (% 16 == 0)
const int ALIGNMENT = 0;

Doesn't it worth to let compiler calculate such values? "
924133_1,,,,,,,It would be good if folks can use standard Java i/o idioms with Hadoop.
924133_2,,,,,,,"http://www.ibm.com/developerworks/java/library/j-jtp03216.html

{noformat}
OutputStream out = fs.open(...);
try {
  out.write(...);
} finally {
  out.close();
}
{noformat}

When multiple files are involved the best thing is to nest the try blocks."
924133_3,,,,,,,"Shouldn't we try to make this idiom work well with HDFS?
"
1123551_1,,,,,,,"This looks good, but I wish there was a good way to set up a test case."
1123551_2,,,,,,,I guess the best way would be to create a JobTracker and call the heartbeat method and observe the requested heartbeat interval.
870799_1,,,,,,,I included the gen stamp and length in the {{cacheReport}} to handle caching newly appended data.
870799_2,,,,,,,"I guess the gen stamp is unnecessary, but the DN isn't going to automatically mlock newly appended data, so the NN needs to somehow realize that the cached length is shorter than the new length and ask the DN to recache at the new length."
870799_3,,,,,,,"Alternatively, I guess the DN could automatically mlock appended data, but there are quota implications there."
870799_4,,,,,,,"On startup, I agree that we can skip cache reports until the cache is populated."
870799_5,,,,,,,I also agree that jittering doesn't matter as much if it's ticking on such a short time scale.
870799_6,,,,,,,I guess I could have cleaned this up rather than just changing the default cache report period like Colin asked.
870799_7,,,,,,,"However, since we want to eventually have both incremental and full reports, let's just ape how block reports work; don't jitter the incremental reports, but do jitter the start time for the full reports and afterwards tick at a regular interval."
870799_8,,,,,,,"Let's clean up all these issues in the incremental cache report JIRA (HDFS-5092); if this sounds good, I'll edit the JIRA description with these todo items."
597488_1,,,,,,,Uploaded a patch that fixes the comments and includes the test
1017255_1,,,,,,,Thanks for the review.
1017255_2,,,,,,,We used to do 'stopping'.
1017255_3,,,,,,,Smile.
1017255_4,,,,,,,Stopping' gets us closer to classic Lifecycle.
1017255_5,,,,,,,I think just needed for this at mo.
499702_1,,x,,,,,"That's a good point; we should make sure that it doesn't decrease performance for one of the database types, even if it increases it for Oracle (in which case, making it configurable in oozie-site.xml would be a good idea too).  "
161056_1,,,,,x,,"Sigh, I don't like this overall if can't reuse everywhere."
161056_2,,,,,x,,Sorry to let you lose a wild goose chase.
161056_3,,,,,x,,"You are going to kill me when I say this, but it seems like we should just commit your first patch."
161056_4,,,,,,,Because this neither-here-nor-there code-reuse seems not much useful.
161056_5,,,,,,,The original reason why i asked this is so that clients can seamlessly cross over like in MR between RM and AHS.
161056_6,,,,,,,But it seems like clients have to know which protocol they are talking to.
161056_7,,,,,x,,This half-reuse is more confusing for new devs who see this code for the first time.
305460_1,,,,,,,fully agree Christian!
305460_2,,,,,x,,"Sorry, probably a misunderstanding from my side...."
305460_3,,,,,,,"I refereed to the [^v1-enable-wall-werror.patch] which contains {{-Wall -Werror}} and I thought it sould be {{-Wall -Wextra}}

However, just add {{-Wall}}  to that patch makes absolutely sense and could be committed."
1091112_1,,,,,,,"Hi Nicholas, did you solve the issue?"
1091112_2,,,,,x,,I meet the same problem on Eclipse recently but haven't figured out how to get through.
534670_1,,,,,x,,"Sorry Chris,

I missed it, done !"
671238_1,,,,x,,,"I don't think there is any sense in this, who cares?"
671238_2,,,,x,,,"We reported this crash to Oracle in plenty of time, and the *worse* wrong-results bug has been open since May 13: http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=7044738, but Oracle decided not to fix that, too.
"
1029207_1,,x,,,,,(@ddlatham: thats kinda funny that you wrote the linked-to article -- it was a random google search)
731731_1,,,,,,,"Thank you for the patch Shawn, can you also tell us what behavior you are seeing that is wrong?"
731731_2,,,,,,,Maybe you can paste a SOAP query example request and explain the wrong behavior and what it is you are expecting?
1503502_1,,,,,,,"Commit cf6045f1aa37674f0225144ae0a1f662f955f153 in branch refs/heads/pvlan from [~jessicawang]
[ https://git-wip-us.apache.org/repos/asf?p=cloudstack.git;h=cf6045f ]

CLOUDSTACK-747: internalLb in VPC - UI - create network offering - system offering dropdown is for router only."
1503502_2,,,,,,,"Change its variable name to be more intuitive.
"
1502781_1,,,,,,,"you need to create system offering for system vms (ssvm,cpvm,router vm) and then you can upgrade to new system offerings, it is only supported in vmware
"
985890_1,,,,,,,Marking as dup of HBASE-5861 (You saw it first Andrew but Jon is going to work on this over in 5861..)
1192574_1,,,,,,,"Patch applied, Thank to Clay Leeds."
1192574_2,,,,,,,(BTW - The Idea to retrieve the Document Title is the best solution on my opinion.)
642162_1,,,,,,,"[~smarthi] When I apply this patch, the source code cannot be compiled."
642162_2,,,,,x,,One of the error is that hiddenActivations cannot be resolved.
642162_3,,,,,,,"Another error is that the class Functions.NEGATE is misspelled as Function.NEGATE.



"
770457_1,,,,,,,"If you have the opportunity to do it, go ahead."
770457_2,,,,,x,,"I'm very busy for the moment so I didn't know when I 'd be able to the change myself, so if you can, your contribution would be one more time really appreciated."
887647_1,,,,,x,,"Oh, I didn't consider one flow like after the edit log conversion, immediately #store failed."
887647_2,,,,,,,"Now again in the next trip of finalization, it will throw NodeExistsException, here it is really required to do the #store."
887647_3,,,,,x,,I misunderstood the case and sorry for the confusion.
887647_4,,,,,,,Patch looks good to me.
691111_1,,,,,,,I'm fine w/ not naming it Consumer - I agree it does not really consume it.
691111_2,,,,,,,"But if we go with PayloadMergeProcessor, we'll need PayloadMergeProcessorProvider and they become quite long names :)."
691111_3,,,,,,,"I was thinking PayloadProcessor and PayloadProcessorProvider (have cool acronyms to PP and PPP), but then people might get confused that it processes all payloads (maybe before they are even written the first time), while it is actually invoked only during segment merges.I was following the *Consumer pattern I saw all over the place w/ SegmentMerger, and thought that if someone ever reads SM code, it will swallow easily another *Consumer one ..."
691111_4,,,,,,,"So between PC, PMP and PP - I prefer PP - the documentation should clarify what it does."
