id,love,joy,surprise,anger,sadness,fear,comment
2143498_1,,,,,,,Done except for pages.xml imports.
1886435_1,,,,,,,"I'm not sure if this is actually a bug, we had it fixed, but then had to revert it."
1886435_2,,,,,,,I don't remember why right now though.
678908_1,,x,,,,,Awesome speedup! Finally all this work shows great results!!
1578580_1,,,,,,,"Integrated in Cassandra #63 (See [http://hudson.zones.apache.org/hudson/job/Cassandra/63/])
    "
1042898_1,,,,,,,Applied Andrew's patch at r676866.
1042898_2,,,,,,,Please check that it was applied as expected.
1008127_1,,x,,,,,"@Subbu:
Glad I was able to help."
1008127_2,,,,,,,I think nothing is absolute.
1008127_3,,x,,,,,I believe in relativity :-)
1838332_1,,,,,,,This appears to have been fixed
1021811_1,,x,,,,,Great! It's been good to be able to contribute and I hope to be able to more for this awesome project when I have the spare time.
763414_1,,,,,,,and your comments are very welcome..
1502391_1,,,,,,,"Marcus 

we need a fix for this - if you can check in we will test it

thanks
/sudha"
1109374_2,,,,,,,Add CRC32C as another DataChecksum implementation.
1109374_3,,,,,,,Contributed by Todd Lipcon.
1749686_1,,,,,,,Not a SWF issue.
1749686_2,,,,,,,Please open with Spring Framework.
2497918_1,,,,,,,Issue is also present at JPP 6.0 ER02
1620033_1,,,,,,,Fixed with revision 164512.
2453740_1,,,,,,,Added org.jboss.test.ejb3.war.deployment.unit.Ejb3WarDeploymentTestCase in r99656.
358347_1,,,,,,,"Also see issues like SOLR-2608 that are ignored, i've been running lucene tests in a loop on and off for periods, and basically gave up on solr tests aswel, they randomly fail all the time"
994958_2,,,,,,,This one... Really.
656966_1,,x,,,,,Thanks Uwe!
947452_1,,,,,,,"Alright, I'll put this and HBASE-8453 in through trunk today."
778200_1,,,,,,,"Sorry, I realise now that ""does not work"" was insufficiently specific."
1345456_1,,,,,,,Seems to be working just fine.
671581_1,,x,,,,,Code looks cool.
1035173_2,,,,,,,It looks pretty bad.
2281006_1,,,,,,,[~maxandersen] please review
2448836_1,,,,,,,Corrected error in comment - please use this one.
936520_1,,,,,,,"hbase org.apache.hadoop.hbase.PerformanceEvaluation --nomapred --rows=250000 randomRead 16

10k regions, 5 RS."
936520_2,,,,,,,I tested HBASE-9609 and it does seem to make a huge difference!
428835_1,,x,,,,,Cool - good information to have.  Thanks Lance!
2110584_1,,,,,,,"I integrated the submitted patch in the new JBW, but did not really test it."
2110584_2,,,,,,,"Nobody has complained about it yet, but I don't think it should be ported to older versions at this time."
2480649_1,,,,,,,[~saturnism] agreed.
896857_1,,,,,,,# Javadoc in InterDatanodeProtocolServersideTranslator refers to JournalProtocl.
2461027_1,,,,,,,Shelly use JBAS-5873 for the matrix tests :)
1112489_1,,,,,,,"Sanjay, your patch is missing the AuthenticationFilterInitializer.java file"
1342353_1,,,,,,,"The pb is not in ApacheDS, but in the startup delay."
1532029_1,,x,,,,,Hey very cool. 
1680856_2,,,,,,,"Thanks,
Raymond"
2383572_1,,,,,,,I'll try it on our Fedora.
1210594_1,,,,,,,"Hi guys,

I agree 100% on this."
1210594_2,,,,,,,"Just a note, there was a long conversation about this here: https://reviews.apache.org/r/4655/ and this is a dup of FLUME-1089."
654410_1,,x,,,,,"Hi, very cool!"
654410_2,,x,,,,, I like the elegant parser!  
1609815_1,,,,,,,"Based on review comment, add ""respBody.hasPublishResponse()"" before returning respBody.getPublishResponse()"
149704_1,,,,,,,using g++ (GCC) 4.1.2 20080704 (Red Hat 4.1.2-48) and cppunit 1.12.1.
216370_1,,,,,,,"Next try,
r1475799 in santuario."
643278_1,,,,,,,Here's a patch that adds in support for SGD.
1950335_1,,,,,,,Fixed in trunk -r746186.
858038_1,,,,,,,"Carl, can you review?
"
2059930_1,,,,,,,I haven't fully grok'd the entire issue yet but have a quick comment: 2.0 was released several months ago...it's not 2.0-alpha-5-SNAPSHOT.
2379571_1,,,,,,,is it essue still open?
662713_1,,x,,,,,Thanks for fixing it so quickly!
2120024_1,,,,,,,Bozhidar: I agree with your assessment.
2120024_2,,x,,,,,Jonathan: over to you :)
1274036_1,,,,,,,"On 2008-04-03 15:57:26.514 laupark commented:
Opened."
1274036_2,,,,,,,"On 2008-04-04 13:31:57.627 jimurphy commented:
fixed rev."
1274036_3,,,,,,,"196883
On 2008-04-08 08:38:58.599 wichan commented:
Still couldn't find the swfUtils.jar in the webtier.war ad flex-for-cf.zip
On 2008-04-09 07:51:01.799 ccreanga commented:
Fixed - swfutils.jar was not included in the war"
1341696_1,,,,,,,The code should work.
1341696_2,,,,,,,The API need to be checked and those errors (ie PDU has been fully decoded ...) have to be fixed.
1341696_3,,,,,,,We wil investigate what's going on.
1341696_4,,,,,,,Thanks for the report !
2300422_1,,,,,,,This patch should do the trick.
297166_1,,x,,,,,"Cool, looks good."
2300422_2,,,,,,,A test case is needed too
1966708_1,,,,,,,"I suggest, that you have a closer look at the exception."
1966708_2,,,,,,,The absolut portion of the path *is always prepended*.
922791_1,,x,,,,,Cool. sounds good to me.
1966708_3,,,,,,,So any of your suggestions do not help.
1827415_1,,,,,,,Assume closed as resolved and released
1791300_1,,,,,,,PR https://github.com/SpringSource/spring-integration/pull/621
920545_1,,x,,,,,"Hi Carlos, This looks awesome! Lots of cool stuff."
1375548_1,,,,,,,I committed patch _c with revision 697897.
1375548_2,,,,,,,"Note, that as indicated before, JVMInfo still is part of derbyclient.jar (I assume because of the need to support sysinfo)."
626247_1,,,,,,,Committed to trunk and 0.21 branch.
626247_2,,,,,,,Thanks Amar!
820038_1,,,,,,,An awesome feature of Hive is the rich type system with excellent support for complex data-structures.
349941_1,,x,,,,,"Waaaaay cool! I especially like the ""upload file"" option."
1782818_1,,,,,,,"Solomon,
That is very slick."
1782818_2,,,,,,,I tested it and it works fine.
1782818_3,,,,,,,Thank you.
1782818_4,,,,,,,"Chris,
This might be a useful technique to add to the documentation or to a HOWTO on the SJC wiki (when / if there is one)

Thanks all."
729628_1,,,,,,,Committed after fixing the typo.
857455_1,,,,,,,One minor point - can you make result a member variable of GenericUDFArrayContains?
857455_2,,,,,,,This will reduce object creation.
857455_3,,,,,,,"The patch needs to be regenerated against the current trunk, but otherwise looks good."
580447_1,,x,,,,,"cool stuff! a good candidate to put on myfaces-commons-utils, so the user can just add the resource handler on its webapp faces-config."
1358696_1,,,,,,,"Thanks, Kristian."
1358696_2,,,,,,,Committed revision 1341814.
2087167_1,,,,,,,Deleted spurious 'Added: svn:executable' from the patch.
1921841_1,,,,,,,"The .md extension is used for the readme because it's in MarkDown format, used by GitHub."
1921841_2,,,,,,,"See the following page for an example:

https://github.com/seam/examples/tree/master/booking"
2413399_1,,,,,,,"It is completely expected an updatesite.zip for all of devstudio is *bigger* than the installer.jar
"
795315_1,,,,,,,"I presume so.

"
639900_1,,,,,,,"updating, minor errors in pdf doc"
2545827_1,,,,,,,Yup instruction are not correct.
307058_1,,,,,,,"""That said, check out setReadLength in TBinaryProtocol."""
1111284_1,,,,,,,I have committed this.
1111284_2,,x,,,,,"Thanks, Daryn!"
1111284_3,,,,,,,Also thanks Matt for the review.
2128831_1,,,,,,,"Yup, I'll get it in today."
2133916_1,,,,,,,Fixed in r544
416543_1,,,,,,,"Yeah, it looks like there are conflicts with RenderingContentRewriter and one of the guice modules."
939944_1,,,,,,,Committed to Trunk.
939944_2,,x,,,,,Thanks for the reviews..
2293268_1,,,,,,,Atlassian 3.2 is in Central.
532960_1,,,,,,,Missfire
919520_1,,x,,,,,"Wow, thanks Raghu, that's awesome and will save me a ton of time. "
2078947_1,,,,,,,"closed with no testing, Ian says this is a code-level change."
1941338_1,,,,,,,"When the order of methods change, so the rendering of fragments is bellow the definition, then it works fine."
1965311_1,,,,,,,Two git commits included.
711469_1,,,,,,,Abandoned; no longer necessary.
1455020_1,,x,,,,,"So very cool, and so very committed-- thanks Matthias, this is awesome."
1169934_1,,x,,,,,"Took me a few seconds to get it, but then I realized how awesome it is.  "
1169934_2,,x,,,,,"I'm happy to use it as the standard logo (i.e. website, etc.)."
1064705_2,,,,,,,"I'm giving this up hoping someone confident in Swing would look into it. 
"
723757_1,,,,,,,Have you been able to work on that ?
723757_2,,,,,,,Do you need any help?
2441539_1,,,,,,,"Hi Matt,

Thank you for fixing this issue."
2441539_2,,,,,,,I will use it when it will be included in a future release.
967366_1,,,,,,,Committed the addendum in revision 1414868.
1776212_1,,,,,,,Thanks for pointing out this (rather embarrassing) oversight!
1776212_2,,,,,,,Fixed for both 2.0 M4 and 1.2.8.
1649226_1,,,,,,,"Amila,
Could you please check my fix?"
1649226_2,,x,,,,,"http://svn.apache.org/viewvc?view=rev&revision=468444

Deepal,
Thanks!"
448659_1,,,,,,,"Hi Drew,

I have upgraded Postage to James3 (see POSTAGE-23) and used your patch at this occasion."
1597712_1,,x,,,,,Awesome stuff Stephen! 
1648457_1,,,,,,,Looks like we have already taken care of this.
256481_1,,,,,,,are any changes needed to dd2spring for this?
1982039_1,,,,,,,I suggest making a tooltip with the title of the context help article (a popup)  when the user hovers the question mark icon.
1920925_1,,,,,,,"We'll go with this for now, thanks for the fix!"
912375_1,,,,,,,Ran some benchmarks.
912375_2,,,,,,,"When the modulus is large, which means that number of collisions is small, LightWeightGSet is much better than GSetByHashMap."
254374_1,,,,,,,added fixVersion
2274367_1,,,,,,,Rolled over to 0.5.5 to get a stable JavaOne release out
1379656_1,,,,,,,"Can you expand on the difference between a Prepared Statement and
a Logical Prepared Statement?"
1379656_2,,,,,,,"And also on the difference between a
Connection and a Logical Connection?"
1379656_3,,,,,,,"Are these already-existing
concepts in the client?"
1379656_4,,,,,,,Or did you introduce these concepts?
1379656_5,,,,,,,"Thanks!
"
1064678_1,,x,,,,,"Thanks Alexei, the patch is fine.
"
2026908_1,,,,,,,how does your application.cfc looks like (ormsettings)?
2023723_1,,,,,,,I think Jason has done this already?
1036613_1,,,,,,,canceling
660369_1,,x,,,,,"Awesome co-op. Thanks, Robert & Mike, for picking this up."
2367838_2,,,,,,,We'll take a look for 1.21.
903979_1,,,,,,,"Thanks Matt, Todd and Cos!"
976523_1,,,,,,,"From https://builds.apache.org/job/PreCommit-HBASE-Build/2581/console, it is not clear which test hung."
1593541_1,,,,,,,Committed the patch with thanks to Christian.
1081362_1,,,,,,,"Sangwon Seo, Thanks for your review."
1081362_2,,,,,,,"Could you give me more comments?
"
2027278_1,,,,,,,fixed.
2027278_2,,,,,,,This obsoletes ~/.m2/maven.properties
2465701_1,,,,,,,The last bug I see mentioning a HSQL upgrade was JBAS-1618 which ended up with 1.8 RC9.
2465701_2,,,,,,,"However, this bug mentions that we were upgrading from 1.8.0.2 to 1.8.0.7."
2465701_3,,,,,,,When did 1.8 RC 9 get upgraded and where is it tracked/documented?
1840015_1,,,,,,,Done in Weld and TCK
1659348_1,,,,,,,Applied patch.
1659348_2,,,,,,,Thanks.
577184_1,,,,,,,And many thanks to you Olivier for applying this so quickly!
577184_2,,x,,,,,Cheers!
1169132_1,,,,,,,quick patch.
2538101_1,,,,,,,What's the operation?
604592_1,,,,,,,I just committed this to trunk and branch-0.23.
604592_2,,,,,,,Thanks Sid!
30489_1,,,,,,,"Thanks for testing, but please don't close it yet."
441965_1,,,,,,,Fixed; trunk r910567
569640_1,,,,,,,For _ExternalSpecifications there is already an issue in the JIRA: MYFACES-2582
6331_1,,,,,,,Thank you.
6331_2,,,,,,,Issue has been resolved.
1466579_1,,,,,,,A new patch including some corrected Japanese sentences and a link to Solr Wiki.
1847364_1,,,,,,,All log statements should now be surrounded by log guards.
2053349_1,,,,,,,"Horia Chiorean <hchiorea@redhat.com> made a comment on [bug 1014709|https://bugzilla.redhat.com/show_bug.cgi?id=1014709]

https://github.com/jboss-integration/modeshape/commit/d1d97180c957491bee3654743ebd4a6860314ad3"
2481795_1,,x,,,,,Thanks Galder:)
886160_1,,x,,,,,"Daryn, the current patch looks good."
886160_2,,,,,,,Thanks!
2466250_1,,,,,,,Used the new attribute to move ObjectStoreDir from bin to server/xxx/data/tx-object-store
490723_1,,,,,,,Please also see Glassfish issue 13111: https://glassfish.dev.java.net/issues/show_bug.cgi?id=13111
1609085_1,,,,,,,Committed as r1382016.
1609085_2,,,,,,,Thanks Sijie.
2459016_1,,,,,,,"Joram, notify Jennifer Vennable when you completed this."
1468735_1,,,,,,,"Never mind, found it."
1468735_2,,,,,,,Changes applied in revision 1369338.
1468735_3,,,,,,,Many thanks.
1922211_1,,,,,,,Monitor no longer based on protobuf.
1827379_1,,,,,,,"periodic bulk close of resolved issues.
"
218222_1,,,,,,,Thank you!
218222_2,,,,,,,It's working like a charm.
886802_1,,,,,,,The b-1.0 patch also applies to branch-1.
2059249_1,,x,,,,,Sounds good.
2059249_2,,,,,,,I too have been busy on other projects.
2059249_3,,,,,,,I'll try and test with queryIndexesRebuiltSynchronously false today.
1602017_1,,,,,,,fancy applying this patch before 1.3.0?
405597_1,,,,,,,applied patch (thanks) in r1055887
1827876_1,,,,,,,"Hi Jaikiran, 

Didn't you already fix this one?"
968616_1,,,,,,,Thanks!
1667340_1,,,,,,,"Dona, Thiru: can one of you (or anyone else) please review this?"
1045150_1,,,,,,,05 was committed in r613384
2327124_1,,,,,,,committed to TRUNK (m3)
2545846_1,,x,,,,,This is awesome!
966178_1,,x,,,,,v2 Looks good to me.
2050066_1,,,,,,,applied.
2050066_2,,,,,,,Thanks!
513057_1,,,,,,,"Closing this issue, Jacopo fixed it at r1345528."
513057_2,,,,,,,Thanks Jacopo.
1124596_2,,,,,,,Add EnumSetWritable.
1124596_3,,,,,,,"Contributed by He Yongqiang
"
1780034_1,,,,,,,"I'm closing this for the time being, as we've reopened SPR-368."
913651_1,,,,,,,Applied Rodrigo's suggestions
1436615_1,,,,,,,This was found in via JBossWS CXF so once we've pulled it in to JBoss and tested I'll let you know if there's any issues.
1436615_2,,,,,,,Thanks for the quick response Colm.
790615_1,,,,,,,Hullo?
2025362_1,,,,,,,"Could you open a ticket for this (last comment)
Tnx micha"
2466754_1,,,,,,,"Hi Thomas, it's here:

https://svn.jboss.org/repos/common/common-old/branches/Branch_1_0/"
2354572_1,,x,,,,,"Hey, you're right, that idea was probably not the best approach to the problem - 0.6 looks really nice, looking forward to it :)"
1776805_1,,,,,,,Indeed!
1776805_2,,,,,,,This is actually the case in 2.0.5 already.
1776805_3,,,,,,,"Thanks for spotting this, Philipp!"
907912_1,,,,,,,It seems that using {{BufferedOutputStream}} is a better solution since it will also help other operations.
907912_2,,,,,,,"BTW, do you know why there are four one-byte packets?"
889230_1,,,,,,,fixed style
1549909_1,,,,,,,Dupe of CASSANDRA-4042 (we'll include the BF fp change there)
2043022_1,,,,,,,"I think this looks like the same issue as  [MFINDBUGS-55|http://jira.codehaus.org/browse/MFINDBUGS-55]

Garvin "
1093135_2,,,,,,,Changed contributed by from Arpit Agarwal to Arpit Gupta.
1093135_3,,,,,,,"(Revision 1450575)
HADOOP-8917."
1093135_4,,,,,,,add LOCALE.US to toLowerCase in SecurityUtil.replacePattern.
1093135_5,,,,,,,Contributed by Arpit Agarwal.
2271434_1,,,,,,,"Marc, you're re-logging your ownn issues :)"
1569713_1,,,,,,,Patch now applies cleanly against latest version of trunk.
2123473_1,,,,,,,Bounce to Doug as this is a SOA issue.
701054_1,,,,,,,"Thanks, I just committed the patch."
701054_2,,,,,,,"However, I cannot see errors in lucli, can you make a patch for those cases, too?
"
1969320_1,,x,,,,,Thanks for moving so quickly on this guys.
1969320_2,,,,,,,Look forward to seeing it resolved in 3.3.2.GA!
977198_1,,,,,,,"On trunk apparently all use of the ""get"", ""put"", and ""delete"" histograms have already been removed from the regionserver, except for the Jamon templates."
977198_2,,,,,,,Since an approach to put back two such HRegionInterface level measurements with a query/mutate distinction has been +1ed on this issue I'm going to put them back on trunk and port back the changes to 0.94.
977198_3,,,,,,,Calling them queryRequestLatency and mutateRequestLatency in RegionServerMetrics.
2486241_1,,,,,,,"This blog post speaks briefly about colocation, and how this can be achieved using AtomicMaps."
902763_1,,,,,,,Thanks Daryn!
902763_2,,,,,,,for taking a look.
1157923_1,,,,,,,I just committed this.
1157923_2,,x,,,,,"Thanks, Sanjay!"
299082_1,,,,,,,#NAME?
2426284_1,,,,,,,After several retries seems we are unable to proceed with releng team to get supported solution.
2426284_2,,,,,,,Will setup mirroring to Brno QA lab.
175864_1,,,,,,,Thanks Claus.
175864_2,,,,,,,If somebody can better formulate my above fragment and place it somewhere in wiki it would be great.
175864_3,,,,,,,"I have throuroughly documented this in the XWorkConverterTest, see testStringToInt, testStringToInteger, testStringToPrimitiveDouble and testStringToDouble."
175864_4,,,,,,,If you feel like adding this to the showcase than go on.
175864_5,,,,,,,"cheers,

./alex
--
.w( the_mindstorm )p.
"
780721_1,,x,,,,,"Cool, thanks Daniel, we're actually cool with either updating it to e9ff8c4928 or flipping the write bit and we'll push the delta ourselves - whatever's the fastest to get to writeable:)

Thanks,
--tim"
805064_2,,,,,,,I think the HttpClients service interface must be exported for it to be used.
805064_3,,,,,,,On the other hand the BundleActivator should not be exported and can as well be moved to the osgi.impl package.
2046200_1,,,,,,,Done at revision 1582 - 1585
1002038_1,,,,,,,Closing as fixed in trunk.
1002038_2,,,,,,,Reopen if I'm mistaken.
1712997_1,,,,,,,We have an HTTP discovery agent in activemq-http no other activity on this issue so closing for now.
823209_2,,,,,,,Although the older patch applied fine for me (patch -p1).
2402199_1,,x,,,,,This is a great suggestion.
2402199_2,,,,,,,jBPM already works this way.
623487_1,,,,,,,Thanks Amar!
1573728_1,,,,,,,Would your use case be covered by adding a TTL to CF?
1573728_2,,,,,,,Because that seems like the natural level of granularity for this to me.
2505559_2,,,,,,,Looks like Forge isn't used at companies having a firewall.
567798_1,,,,,,,Attached patch for Myfaces.
1613607_1,,,,,,,"the  repairment to BlueSky official website Downloads.html and MailingLists.html

thebluesky group an use the patch freely"
774797_1,,,,,,,"adding --rsyncable to our build system, does not seem to be a big task, I am experimenting with it."
774797_2,,,,,,,"seen from my chair, this is a very elegant solution, until we can really split our distribution into smaller files (exe + langauge packs) and have a meta installer that combines what the user want.
"
1144560_1,,,,,,,Regenerated patch with trunk and with an indentation change.
1876181_1,,,,,,,Spoke too soon!
1876181_2,,,,,,,The SocetException is still there sporadically.
1016257_1,,,,,,,This adds testing of the RegionSplitsTracker.
874025_1,,,,,,,I committed the patch to trunk.
874025_2,,,,,,,Thank you Ivan!
874025_3,,,,,,,Thanks Daryn for the review.
1079117_1,,,,,,,"If possible, let's schedule to 0.4"
304778_1,,,,,,,"Whoops, yeah, sorry."
402189_1,,,,,,,"Agreed, wildcards (*, ?)"
402189_2,,,,,,,"are enough for this, rather than full blown regexp."
402189_3,,,,,,,It's also easier then to tell a wildcard-based config from a normal one.
1503751_1,,,,,,,Feature verification is completed including Upgrade.
1503751_2,,,,,,,hence closing the ticket.
1422107_1,,,,,,,This issue is being tracked by other JIRAs now.
813473_1,,,,,,,RB at https://reviews.apache.org/r/15607/
1678213_1,,,,,,,I just committed this.
1678213_2,,,,,,,"Thanks, Scott!"
1886471_1,,,,,,,Sonar does not use JavaNCSS at all !
879312_1,,,,,,,The 0.23 patch looks fine.
879312_2,,,,,,,I also tried to resolve merge conflicts and ended up with pretty much the same patch as yours.
879312_3,,,,,,,The only significant code difference seems to be in getBlockLocations().
1478633_1,,,,,,,Thanks for the patch.
1478633_2,,,,,,,It was applied with minor changes in 2.1.10-dev and 2.2-dev.
1478633_3,,,,,,,Please reopen the issue if needed.
2167248_1,,,,,,,fixed in 1.8. checking in javadoc fixes momentarily
2325805_1,,,,,,,Committed in r14473 on trunk and r14474 on 2.0.x.
449674_1,,,,,,,I know this hasn't been looked at in quite a while.
449674_2,,,,,,,I can't see the current GOP and GKOP being completely replaced but there may well be some areas where your code could be incorporated.
449674_3,,,,,,,It would help considerably if you could explain what the problem was/is with finite sized pools and the current implementation.
449674_4,,,,,,,"Without an explanation of what the issue is, this issue is likely to remain dormant or just be closed as won't fix."
1433090_1,,,,,,,"Same in problem in SQLServer, solved with catalog=null and schema=""%"""
2248369_1,,,,,,,Done as part of Felix resolver integration
508220_1,,,,,,,Latest commits now include filemgr and workflowmgr integration.
