id,love,joy,surprise,anger,sadness,fear,comment
11978,,,,,,,Unfortunatly; this minimal example is not very small ... When i try to simplify it to reduce size; it stops to crash because of different memory allocations sizes it goes through the other code branches. The problem can be reproduced only by transforming two files HAC_OPER_HIER.xml and HAC_OPER_LIST_FORM.xml with one XalanTransformer without recreating it (i modified attached xalanexe.cpp to reproduce it)
11978,,,x,,x,,Unfortunatly; this minimal example is not very small ... When i try to simplify it to reduce size; it stops to crash because of different memory allocations sizes it goes through the other code branches. The problem can be reproduced only by transforming two files HAC_OPER_HIER.xml and HAC_OPER_LIST_FORM.xml with one XalanTransformer without recreating it (i modified attached xalanexe.cpp to reproduce it)
12188,,,,,,,This patch disables variable scope checking in extension elements; which is the best we can do right now. Committers; can you please review?
12188,,,,,,,This patch disables variable scope checking in extension elements; which is the best we can do right now. Committers; can you please review?
12188,,,,,,x,This patch disables variable scope checking in extension elements; which is the best we can do right now. Committers; can you please review?
12188,,,,,,x,This patch disables variable scope checking in extension elements; which is the best we can do right now. Committers; can you please review?
12298,x,,,,,,The issue is very old. Can you please confirm it with the latest CVS source cut ? Thanks!
12298,,,,,,X,The issue is very old. Can you please confirm it with the latest CVS source cut ? Thanks!
12298,,,,,,,The issue is very old. Can you please confirm it with the latest CVS source cut ? Thanks!
12298,x,,,,,x,The issue is very old. Can you please confirm it with the latest CVS source cut ? Thanks!
12310,,X,,,,,Very cool. Thank you.
12310,,,,,,,Very cool. Thank you.
12310,x,,,,,,Very cool. Thank you.
12310,X,X,,,,,Very cool. Thank you.
12357,,,,x,x,,You are mixing runtimes. You must link _all_ executables with the same run- time library. For release; it's Multithreaded DLL; for debug; it's Debug Multithreaded DLL. Otherwise; bad things will happen when memory allocated from one heap is freed in another. I rebuilt your code with the appropriate setting; and everything worked fine. See the project settings dialog box; C/C++ tab; and the 'Code generation' category.
12357,,,,x,,,You are mixing runtimes. You must link _all_ executables with the same run- time library. For release; it's Multithreaded DLL; for debug; it's Debug Multithreaded DLL. Otherwise; bad things will happen when memory allocated from one heap is freed in another. I rebuilt your code with the appropriate setting; and everything worked fine. See the project settings dialog box; C/C++ tab; and the 'Code generation' category.
12357,,,x,x,,,You are mixing runtimes. You must link _all_ executables with the same run- time library. For release; it's Multithreaded DLL; for debug; it's Debug Multithreaded DLL. Otherwise; bad things will happen when memory allocated from one heap is freed in another. I rebuilt your code with the appropriate setting; and everything worked fine. See the project settings dialog box; C/C++ tab; and the 'Code generation' category.
12357,,,,x,,,You are mixing runtimes. You must link _all_ executables with the same run- time library. For release; it's Multithreaded DLL; for debug; it's Debug Multithreaded DLL. Otherwise; bad things will happen when memory allocated from one heap is freed in another. I rebuilt your code with the appropriate setting; and everything worked fine. See the project settings dialog box; C/C++ tab; and the 'Code generation' category.
12834,,,,,,,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java
12834,,x,,,,,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java
12834,,,,,,,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java
12834,,,,,,,Integrated in Struts2 #551 (See https://builds.apache.org/job/Struts2/551/) WW-3914 solves problem with returning always system implementation of FileManager (Revision 1405930) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/xwork-core/src/main/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactory.java /struts/struts2/trunk/xwork-core/src/test/java/com/opensymphony/xwork2/util/fs/DefaultFileManagerFactoryTest.java
12867,,,,,,,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html
12867,,,,,,,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html
12867,,x,,,,,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html
12867,,,,,,,Integrated in Struts2 #545 (See https://builds.apache.org/job/Struts2/545/) WW-3881 allows new html input types (Revision 1397712) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/core/src/site/resources/tags/ajax/autocompleter.html
12989,,,,,,,Already resolved with WW-3414
12989,,x,,,,,Already resolved with WW-3414
12989,,,,,,,Already resolved with WW-3414
12989,,,,,,,Already resolved with WW-3414
13382,x,,,,,,As you wish http://cwiki.apache.org/confluence/display/WW/Struts+2+Blank+Archetype
13382,,,,,x,,As you wish http://cwiki.apache.org/confluence/display/WW/Struts+2+Blank+Archetype
13382,,,,x,,,As you wish http://cwiki.apache.org/confluence/display/WW/Struts+2+Blank+Archetype
13382,,,,,,,As you wish http://cwiki.apache.org/confluence/display/WW/Struts+2+Blank+Archetype
13391,,,,,,,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course; XWorkBasicConverter fails to convert successfully and throws an XWorkException; then it is downhill from there on. When attempting to find the method to call in OgnlRuntime it appears to look for a String parameter; when it should be looking for the java.sql.Timestamp parameter.
13391,,,,,x,,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course; XWorkBasicConverter fails to convert successfully and throws an XWorkException; then it is downhill from there on. When attempting to find the method to call in OgnlRuntime it appears to look for a String parameter; when it should be looking for the java.sql.Timestamp parameter.
13391,,,,,,,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course; XWorkBasicConverter fails to convert successfully and throws an XWorkException; then it is downhill from there on. When attempting to find the method to call in OgnlRuntime it appears to look for a String parameter; when it should be looking for the java.sql.Timestamp parameter.
13391,,,x,,,,I am also having the same issue with a java.sql.Timestamp based attribute. The date I entered into the field was 'not a date'. Of course; XWorkBasicConverter fails to convert successfully and throws an XWorkException; then it is downhill from there on. When attempting to find the method to call in OgnlRuntime it appears to look for a String parameter; when it should be looking for the java.sql.Timestamp parameter.
13658,,,,,,,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance; just drop a new copy of form-common.ftl into template/simple; you can easily take out the section that generates the name=... It would probably cause us major problems; but you might be able to code around it for a single app. You can reopen as a feature request; but I think it is sufficient that you can change the templates yourself.
13658,,,,,,x,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance; just drop a new copy of form-common.ftl into template/simple; you can easily take out the section that generates the name=... It would probably cause us major problems; but you might be able to code around it for a single app. You can reopen as a feature request; but I think it is sufficient that you can change the templates yourself.
13658,,,X,,,,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance; just drop a new copy of form-common.ftl into template/simple; you can easily take out the section that generates the name=... It would probably cause us major problems; but you might be able to code around it for a single app. You can reopen as a feature request; but I think it is sufficient that you can change the templates yourself.
13658,,,,,,,> Would it have an impact to remove this 'name' attribute from the generated 'form' tag ? YES! If you need XHTML strict compliance; just drop a new copy of form-common.ftl into template/simple; you can easily take out the section that generates the name=... It would probably cause us major problems; but you might be able to code around it for a single app. You can reopen as a feature request; but I think it is sufficient that you can change the templates yourself.
13977,,,,,,,Assigning this to future until the dependent XWork enhancement is made.
13977,,,x,,,,Assigning this to future until the dependent XWork enhancement is made.
13977,,,,,,,Assigning this to future until the dependent XWork enhancement is made.
13977,,,,,,,Assigning this to future until the dependent XWork enhancement is made.
13997,,,,,,,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java
13997,,,,,,,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java
13997,,,X,,,,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java
13997,,,,,,,Integrated in Struts2-JDK6 #573 (See https://builds.apache.org/job/Struts2-JDK6/573/) WW-3928 Rollbacks changes introduced with WW-2749 to allow work with mod_jk and so on (Revision 1415770) Result = SUCCESS lukaszlenart : Files : /struts/struts2/trunk/plugins/tiles/src/main/java/org/apache/struts2/tiles/StrutsTilesRequestContext.java
14206,,,,,,,Ported the solution of WW-2551 to the Struts 2.0 branch.
14206,,,,,,,Ported the solution of WW-2551 to the Struts 2.0 branch.
14206,,,,,,,Ported the solution of WW-2551 to the Struts 2.0 branch.
14206,,,,,,,Ported the solution of WW-2551 to the Struts 2.0 branch.
14237,,,,,,,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.
14237,,,,,,,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.
14237,,,,,,,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.
14237,,,,,,,Resolving this issue as the original problem has been fixed. Please open a new ticket if you feel session invalidation should also be addressed.
14371,,,,,,,This is by design; as it allows us to support Velocity results; but only if the Velocity jars are available. The message is logged at DEBUG since most users won't have it enabled for development and certainly not for production.
14371,,,,,,,This is by design; as it allows us to support Velocity results; but only if the Velocity jars are available. The message is logged at DEBUG since most users won't have it enabled for development and certainly not for production.
14371,,,,,,,This is by design; as it allows us to support Velocity results; but only if the Velocity jars are available. The message is logged at DEBUG since most users won't have it enabled for development and certainly not for production.
14371,,,,,,,This is by design; as it allows us to support Velocity results; but only if the Velocity jars are available. The message is logged at DEBUG since most users won't have it enabled for development and certainly not for production.
14387,,,,x,,,we're moving away from dojo integration in struts2; so you won't likely get much traction on this issue. If you want/need this resolved; then reopen; but provide a patch that we can apply. The core devs aren't going to allocate time to the dojo plugin at this point.
14387,,,,,,,we're moving away from dojo integration in struts2; so you won't likely get much traction on this issue. If you want/need this resolved; then reopen; but provide a patch that we can apply. The core devs aren't going to allocate time to the dojo plugin at this point.
14387,,,,,,,we're moving away from dojo integration in struts2; so you won't likely get much traction on this issue. If you want/need this resolved; then reopen; but provide a patch that we can apply. The core devs aren't going to allocate time to the dojo plugin at this point.
14387,,,,,X,,we're moving away from dojo integration in struts2; so you won't likely get much traction on this issue. If you want/need this resolved; then reopen; but provide a patch that we can apply. The core devs aren't going to allocate time to the dojo plugin at this point.
14571,,x,,,,,yay! it should be really really easy (not including the test; I think it's just deleting 6 characters)
14571,,x,,,,,yay! it should be really really easy (not including the test; I think it's just deleting 6 characters)
14571,,x,,,,,yay! it should be really really easy (not including the test; I think it's just deleting 6 characters)
14571,,X,,,,,yay! it should be really really easy (not including the test; I think it's just deleting 6 characters)
14704,,,,,,,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541
14704,,,,,,,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541
14704,,,,,,,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541
14704,,,,,,,This has been committed in XWork and will be part of the XWork 2.1 release. See: http://jira.opensymphony.com/browse/XW-541
14849,,,,,,,Reporter asked for this to be closed.
14849,,,,,,,Reporter asked for this to be closed.
14849,,,,,,,Reporter asked for this to be closed.
14849,,,,,,,Reporter asked for this to be closed.
14921,,,,,,,Makes sense to me.
14921,,,,,,,Makes sense to me.
14921,,,,,X,,Makes sense to me.
14921,,,,,,,Makes sense to me.
15073,,,,,,,duplicate of WW-1598
15073,,,,,,,duplicate of WW-1598
15073,,,,,,,duplicate of WW-1598
15073,,,,,,,duplicate of WW-1598
15084,,,,,,x,Hellow; I have the same problem after i haved updated my libs. I'm developping a application based on struts 2.0.1 beta. It works just fine before i replace libs by 2.0.5. Original config of my application is from Struts 2 blank; so i've check all config files; and i find that web.xml in 2.0.5 doesn't have these lines : <listener> <listener-class>org.springframework.web.context.ContextLoaderListener</listener-class> </listener> so; i've deleted these lines and my app works.
15084,,,x,,,,Hellow; I have the same problem after i haved updated my libs. I'm developping a application based on struts 2.0.1 beta. It works just fine before i replace libs by 2.0.5. Original config of my application is from Struts 2 blank; so i've check all config files; and i find that web.xml in 2.0.5 doesn't have these lines : <listener> <listener-class>org.springframework.web.context.ContextLoaderListener</listener-class> </listener> so; i've deleted these lines and my app works.
15084,,,x,,,,Hellow; I have the same problem after i haved updated my libs. I'm developping a application based on struts 2.0.1 beta. It works just fine before i replace libs by 2.0.5. Original config of my application is from Struts 2 blank; so i've check all config files; and i find that web.xml in 2.0.5 doesn't have these lines : <listener> <listener-class>org.springframework.web.context.ContextLoaderListener</listener-class> </listener> so; i've deleted these lines and my app works.
15084,,,,,,,Hellow; I have the same problem after i haved updated my libs. I'm developping a application based on struts 2.0.1 beta. It works just fine before i replace libs by 2.0.5. Original config of my application is from Struts 2 blank; so i've check all config files; and i find that web.xml in 2.0.5 doesn't have these lines : <listener> <listener-class>org.springframework.web.context.ContextLoaderListener</listener-class> </listener> so; i've deleted these lines and my app works.
15330,,,,,,,As of r438174 ; the shopping-cart is parked in the sandbox (sandbox/struts2/apps/shopping-cart) waiting to see if someone's wants to maintain it; but it hasn't been removed from the repository yet.
15330,,,x,,,,As of r438174 ; the shopping-cart is parked in the sandbox (sandbox/struts2/apps/shopping-cart) waiting to see if someone's wants to maintain it; but it hasn't been removed from the repository yet.
15330,,,,,,,As of r438174 ; the shopping-cart is parked in the sandbox (sandbox/struts2/apps/shopping-cart) waiting to see if someone's wants to maintain it; but it hasn't been removed from the repository yet.
15330,,,,,,,As of r438174 ; the shopping-cart is parked in the sandbox (sandbox/struts2/apps/shopping-cart) waiting to see if someone's wants to maintain it; but it hasn't been removed from the repository yet.
15560,,,,,,,Since no additional information has been provided and we can't duplicate; I'm marking this resolved. Please reopen if you can provide additional information that helps us replicate the problem.
15560,,,,,,,Since no additional information has been provided and we can't duplicate; I'm marking this resolved. Please reopen if you can provide additional information that helps us replicate the problem.
15560,,,,,,x,Since no additional information has been provided and we can't duplicate; I'm marking this resolved. Please reopen if you can provide additional information that helps us replicate the problem.
15560,,,,,,x,Since no additional information has been provided and we can't duplicate; I'm marking this resolved. Please reopen if you can provide additional information that helps us replicate the problem.
15698,,,,,,,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However; if editAction has validation support; it will never be executed (even if it would validate successfully).
15698,,,x,,,,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However; if editAction has validation support; it will never be executed (even if it would validate successfully).
15698,,,,,,,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However; if editAction has validation support; it will never be executed (even if it would validate successfully).
15698,,,,,,x,I believe this is an issue. I have an action saveAction which I want to chain to editAction whenever there is a validation error. This is often necessary because a JSP will be displayed which has dynamic content such as a selectable list of items. However; if editAction has validation support; it will never be executed (even if it would validate successfully).
15793,,,,,,,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com
15793,,,,,,,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com
15793,,,,,,,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com
15793,,,,,,,This has been fixed in CVS. You can get the latest xwork.jar (which fixes the problem) from http://ivyrep.opensymphony.com
15801,,,,,,x,Given the dependencies; I don't think this is going to be an option for the cannonical Struts 2 distribution; unless it is reworked to use iBATIS or Cayenne.
15801,,,,,x,,Given the dependencies; I don't think this is going to be an option for the cannonical Struts 2 distribution; unless it is reworked to use iBATIS or Cayenne.
15801,,,,,,x,Given the dependencies; I don't think this is going to be an option for the cannonical Struts 2 distribution; unless it is reworked to use iBATIS or Cayenne.
15801,,,,,x,x,Given the dependencies; I don't think this is going to be an option for the cannonical Struts 2 distribution; unless it is reworked to use iBATIS or Cayenne.
15893,,,,,,,You are only flushing the writer; don?•¬´t you need to close it too? writer.flush(); writer.close();
15893,,,,,,,You are only flushing the writer; don?•¬´t you need to close it too? writer.flush(); writer.close();
15893,,,,x,,,You are only flushing the writer; don?•¬´t you need to close it too? writer.flush(); writer.close();
15893,,,,,,,You are only flushing the writer; don?•¬´t you need to close it too? writer.flush(); writer.close();
15914,x,,,,x,,Oppss... sorry late reply.... Thx for handling this issue Claus. I prefered it to be the way it is now; document this behaviour as Claus already did. I think there might be both behaviour have its particular usage; if we want to have a param that is a string; it makes sense to use <param>...</param>; anything in between that's enclosed with %{} will be evaluated and its toString() called. On the other hand; if we want an object; we could used the value attribute. I guess what i'm trying to say is that both way of using param have their own usage. Of course this is just my 2 cents
15914,,,,,x,,Oppss... sorry late reply.... Thx for handling this issue Claus. I prefered it to be the way it is now; document this behaviour as Claus already did. I think there might be both behaviour have its particular usage; if we want to have a param that is a string; it makes sense to use <param>...</param>; anything in between that's enclosed with %{} will be evaluated and its toString() called. On the other hand; if we want an object; we could used the value attribute. I guess what i'm trying to say is that both way of using param have their own usage. Of course this is just my 2 cents
15914,,,,,x,,Oppss... sorry late reply.... Thx for handling this issue Claus. I prefered it to be the way it is now; document this behaviour as Claus already did. I think there might be both behaviour have its particular usage; if we want to have a param that is a string; it makes sense to use <param>...</param>; anything in between that's enclosed with %{} will be evaluated and its toString() called. On the other hand; if we want an object; we could used the value attribute. I guess what i'm trying to say is that both way of using param have their own usage. Of course this is just my 2 cents
15914,x,,,,x,,Oppss... sorry late reply.... Thx for handling this issue Claus. I prefered it to be the way it is now; document this behaviour as Claus already did. I think there might be both behaviour have its particular usage; if we want to have a param that is a string; it makes sense to use <param>...</param>; anything in between that's enclosed with %{} will be evaluated and its toString() called. On the other hand; if we want an object; we could used the value attribute. I guess what i'm trying to say is that both way of using param have their own usage. Of course this is just my 2 cents
16633,,,,,,,This was fixed by having all the items in the action chain having their properties copied over to the new action.
16633,,,,,,,This was fixed by having all the items in the action chain having their properties copied over to the new action.
16633,,x,,,,,This was fixed by having all the items in the action chain having their properties copied over to the new action.
16633,,,,,,,This was fixed by having all the items in the action chain having their properties copied over to the new action.
16677,,,,,,,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.
16677,,,,,,,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.
16677,,,,,,,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.
16677,,,,,,X,Property editors may throw a PropertyException with a bundle key and this will then be localized in ActionSupport.
16908,x,,,,,,Thanks. The problem is with deferred node expansion; when this is on the Node appears as null instead of a Text node with an empty String. I'll merge a fix shortly.
16908,,,,,,,Thanks. The problem is with deferred node expansion; when this is on the Node appears as null instead of a Text node with an empty String. I'll merge a fix shortly.
16908,x,,,,,,Thanks. The problem is with deferred node expansion; when this is on the Node appears as null instead of a Text node with an empty String. I'll merge a fix shortly.
16908,x,,,,,,Thanks. The problem is with deferred node expansion; when this is on the Node appears as null instead of a Text node with an empty String. I'll merge a fix shortly.
16927,,x,,,,,I'll update the javadoc accordingly.
16927,,,,,,,I'll update the javadoc accordingly.
16927,,,,,,,I'll update the javadoc accordingly.
16927,,,,,,,I'll update the javadoc accordingly.
17369,,,,,,,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue; it has probably been fixed by the change in r773502.
17369,,,,x,,,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue; it has probably been fixed by the change in r773502.
17369,,,,,,,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue; it has probably been fixed by the change in r773502.
17369,,,,,,,Marking this issue as resolved. Reasons: - Not reproducible. - No feedback from reporter. - If there was a dependency issue; it has probably been fixed by the change in r773502.
17394,,,,,x,,Andreas; I can see the benefit; but I'm not entirely sure how to do it. Perhaps you could provide a patch? David
17394,,,,,,,Andreas; I can see the benefit; but I'm not entirely sure how to do it. Perhaps you could provide a patch? David
17394,,,x,x,,,Andreas; I can see the benefit; but I'm not entirely sure how to do it. Perhaps you could provide a patch? David
17394,,,,,,,Andreas; I can see the benefit; but I'm not entirely sure how to do it. Perhaps you could provide a patch? David
17727,,,,,,,Verified. I added the info to the RELEASE_NOTES file.
17727,,,,,,,Verified. I added the info to the RELEASE_NOTES file.
17727,,,,,,,Verified. I added the info to the RELEASE_NOTES file.
17727,,X,,,,,Verified. I added the info to the RELEASE_NOTES file.
17895,,,,,,,Verified. I added the info to the RELEASE_NOTES file.
17895,,,,,,,Verified. I added the info to the RELEASE_NOTES file.
17895,,X,,,,,Verified. I added the info to the RELEASE_NOTES file.
17895,,,,,,,Verified. I added the info to the RELEASE_NOTES file.
17964,,,,,,,Fixed.
17964,,,,,,,Fixed.
17964,,x,,,,,Fixed.
17964,,,,,,,Fixed.
18020,,,,,,,r563181 pom.xml
18020,,,,,,,r563181 pom.xml
18020,,,,,,,r563181 pom.xml
18020,,,,,,,r563181 pom.xml
18037,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.
18037,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.
18037,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.
18037,,,,,,,r499213. The API changed as described in previous comments; so that WSDLReader.readWSDL methods now return Description instead of DescriptionElement. This change included fixing some bugs in OMWSDLReader.parseSchemaImport that had not surfaced previously because the OM implementation and test cases were only ever using DescriptionElement; but not Description.
18059,,,,,,,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.
18059,,,,,,,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.
18059,,,,,,,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.
18059,,x,,,,,This was probably fixed by WODEN-86 which introduced support for the curly brace syntax in the http location template. This JIRA can now be closed.
18121,,,,,,,Resolved with no further action; so closed.
18121,,,,,,,Resolved with no further action; so closed.
18121,,,,,,,Resolved with no further action; so closed.
18121,,,,,,,Resolved with no further action; so closed.
18301,,,,,,,Issue is resolved. Closing per Bryant's approval to do so.
18301,,,,,,,Issue is resolved. Closing per Bryant's approval to do so.
18301,,X,,,,,Issue is resolved. Closing per Bryant's approval to do so.
18301,,,,,,,Issue is resolved. Closing per Bryant's approval to do so.
18707,,,,,,,Ah; I can close it myself...
18707,,,,,,,Ah; I can close it myself...
18707,,,x,,,,Ah; I can close it myself...
18707,,x,,,,,Ah; I can close it myself...
18736,,,,,,,You miss some logic: var e = Wicket.$(id); available++; if (e === null) { i.e. if there is an entry for a date picker in the DOM but there is no HTML element for it then the DOM entry is deleted too.
18736,,,,,,,You miss some logic: var e = Wicket.$(id); available++; if (e === null) { i.e. if there is an entry for a date picker in the DOM but there is no HTML element for it then the DOM entry is deleted too.
18736,,,x,x,,,You miss some logic: var e = Wicket.$(id); available++; if (e === null) { i.e. if there is an entry for a date picker in the DOM but there is no HTML element for it then the DOM entry is deleted too.
18736,,,,x,,,You miss some logic: var e = Wicket.$(id); available++; if (e === null) { i.e. if there is an entry for a date picker in the DOM but there is no HTML element for it then the DOM entry is deleted too.
18885,x,,,,,,Thanks Sven!
18885,x,,,,,,Thanks Sven!
18885,x,,,,,,Thanks Sven!
18885,x,,,,,,Thanks Sven!
19241,x,,,,,,I applied the patch. I'll experiment soon with another approach whether a page is stateless based on the generation of a callback url to that page. If there is at least one callback url to a page then it is stateful. It will be tracked in a different ticket. The last patch will stay even if the new approach works because it is a good optimization.
19241,,,,,,,I applied the patch. I'll experiment soon with another approach whether a page is stateless based on the generation of a callback url to that page. If there is at least one callback url to a page then it is stateful. It will be tracked in a different ticket. The last patch will stay even if the new approach works because it is a good optimization.
19241,,,,,,,I applied the patch. I'll experiment soon with another approach whether a page is stateless based on the generation of a callback url to that page. If there is at least one callback url to a page then it is stateful. It will be tracked in a different ticket. The last patch will stay even if the new approach works because it is a good optimization.
19241,,x,,,,,I applied the patch. I'll experiment soon with another approach whether a page is stateless based on the generation of a callback url to that page. If there is at least one callback url to a page then it is stateful. It will be tracked in a different ticket. The last patch will stay even if the new approach works because it is a good optimization.
19423,,,,,,,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh
19423,,,,,,,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh
19423,,,,,,,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh
19423,,,,,,,Attached QuickStart. Access URL is https://localhost:8443/test/ajaxtest - click on the buttons several times - refresh page: the counters should now reflect the clicks - click on the buttons more times - refresh page: the counters do not reflect click after first refresh
19722,,x,,,,,Just an idea: how about treating a jar as versioned resource? For example in my case that would work beautifully: my star rating component was in its own jar file; so everything would have the same version somewhere above; and all the relative URLs would resolve just fine. Since jar is pretty much invisible at runtime maybe we can have some version marker inside package; and then version in the URL can be at the level; so all other relative URLs inside package would work fine below that level. That might make sense for other cases: for example a skin for application where bunch of images and css and scripts can be packaged.
