id,love,joy,surprise,anger,sadness,fear,comment
201106_3,,,,,,,Let's commit it .Thanks!
982467_1,,,,,,,"@Stack, @Ted  Can u people have a look at the patch pls?"
860028_1,,,,,,,"Namit, what do you by ""describe div""?"
860028_2,,,,,,,There is a test udf_divider.q in the patch.
860028_3,,,,,,,Do you mean more test cases?
225298_1,,,,,,,"Hi Pepijn,

Can you please take a look at r1215075 ?"
225298_2,,,,,,,Thanks!
1436429_1,,,,,,,"It works perfectly with the latest 2.7.8-SNAPSHOT, thanks !"
519688_1,,,,,,,Done at rev.
519688_2,x,,,,,,"897392
Thanks Sharan !
"
169572_1,x,,,,,,Thanks Karthik.
169572_2,,,,,,,The latest patch looks good to me.
531050_1,x,,,,,,"Thanks Andrew, committed in rev."
759821_1,,,,,,,fixed in svn r344339.
759821_2,x,,,,,,thanks edgar for finding this one!
1066547_1,,,,,,,"Tony, in native codes, I think the hymem_allocate/free_memory is preferred than malloc/free?"
1070920_1,x,,,,,,Thanks Ilya.
1070920_2,,,,,,,Patch applied to TEXT module at repo revision r450026.
1070920_3,,,,,,,"Please check that it was applied as you expected.
"
415713_1,,,,,,,"Patch looks good to me & has been committed, thanks! "
1340269_1,,,,,,,Fixed at revision 936652.
1340269_2,,,,,,,Applied patch from Keheliya Gallaba.
1463675_1,,,,,,,Fix applied to master (6d1d23b7d0eba4de3c4097907adc37b09191196e).
931062_1,,,,,,,1
931062_2,x,,,,,,Thanks Jimmy.
465909_1,,,,,,,"+1

before committing, do you mind combining the new test with one of the existing ones?"
465909_2,,,,,,,Trying to keep the test suite at under 24 hours :)
869356_1,x,,,,,,Thank you Jing for the review.
869356_2,,,,,,,I've committed the patch.
635187_1,,,,,,,"+1

I committed this."
635187_2,x,,,,,,"Thanks, Ravi!"
682602_1,,,,,,,Leaks file handles via IW.getReader()
595621_1,,,,,,,+1 I just committed this.
595621_2,x,,,,,,Thanks Sandy.
1577000_1,,,,,,,I can't apply 0002 cleanly to trunk.
1577000_3,,,,,,,"Thanks,"
1066157_1,x,,,,,,"Hello Leo

The patch has been applied at revision r479576, thanks a lot for this enhancement, please verify that the problem is fully fixed as you expected."
1066157_2,,,,,,,"Yes, we could enable junit's fork mode."
1066157_3,,,,,,,I will have a look at this.
1066157_4,,,,,,,But it would be better if you could provide a patch ;-) Thanks again.
1066157_5,x,,,,,,"Best regards,
Richard"
686421_1,,,,,,,"Hi Uwe,

I updated the patch, now it uses TermRangeQuery and does not cast anymore getAttribute"
1251825_1,,,,,,,"On 2009-11-18 04:47:59.970 dloverin commented:
Revision 11926."
882432_1,,,,,,,I committed the patch to branch-1 as well.
882432_2,x,,,,,,Thank you Jing.
1083375_1,,,,,,,"+1, patch looks good to me."
1083375_2,,,,,,,I'm going to commit this momentarily.
1393566_1,,,,,,,All the regression tests ran cleanly with client-imports.diff.
1393566_2,,,,,,,Committed revision 946641.
1092866_1,,,,,,,Daryn - did you get a chance to review the latest patch for this?
1190469_1,,,,,,,Fixed in rev 1137251 and 1137252.
1190469_2,x,,,,,,Thanks for your work on this Allen!
1615699_1,,,,,,,Patch submitted.
1615699_2,,,,,,,Please review.
1615699_3,x,,,,,,Thank you.
1152877_1,x,,,,,,"Forgot to mention:

Thanks to Alejandro and his team for pointing this one..."
464215_1,,,,,,,PIG-1912-3.patch address Santhosh's review comments
1027838_1,,,,,,,Okay.
1027838_2,,,,,,,Anyone else want to chime in?
1027838_3,,,,,,,"If no other objections, let's commit Clint's patch since it works for him."
1583196_1,,,,,,,Thanks for the patch.
1583196_2,,,,,,,I polished and fixed CS as well.
1583196_3,,,,,,,I updated the wiki doc for the sqs component as well.
1464340_1,x,,,,,,Thanks Karl.
1464340_2,x,,,,,,Please contact me if you need any clarifications.
1464340_3,,,,,,,Thanks.
605124_1,,,,,,,I just committed this.
605124_2,x,,,,,,Thanks Tom!
451778_1,,,,,,,"This behaviour is correct, as this is a test for pluto and not a generic JSR 168
test.
"
514619_1,,,,,,,"Hi Anil,

Did you get chances to review and test?"
1479279_1,,,,,,,"Go for it (provided it works ;-)
Will need to test XSP samples and make a note somewhere in the docs."
152375_2,,,,,,,i've attached a libs.zip that contains bookkeeper and zookeeper libraries.
152375_3,,,,,,,i suggest that we commit this ASAP and then do the work to fix the build once the code is in subversion.
1198045_1,x,,,,,,thanks for the explanation.
1198045_2,,,,,,,I will try your suggestions
1613386_1,,,,,,,"Patch was applied, analyzers can now be instantiated by writing some javascript to be executed on the server side."
1468840_1,x,,,,,,"Thanks Oliver, that's fixed it. "
737508_1,,,,,,,"Patch applied, thanks"
1445470_1,,,,,,,"
New 2.0.5 and 2.1 snapshots are deployed that contain the fixes."
1445470_2,,,,,,,Can you give them a try and make sure it's all OK?
1445470_3,,,,,,,Thanks!
418583_1,,,,,,,"reviewed, looks good."
418583_2,,,,,,,Applied patch in r637925
604111_1,,,,,,,"Alejandro Abdelnur, sorry I don't get it, what history you want to keep?"
604111_2,,,,,,,and how can I verify the history is not lost?
1685241_1,,,,,,,Sounds like JavaScript samples are now being done in TUSCANY-287
529122_1,,,,,,,"Jacopo & Anil,

Here is the patch for this issue."
520748_1,,,,,,,I'd say last Sun JDK 1.5 as it's still the one recommended for OFBiz (even if I guess most of us use 1.6)
1180084_1,,,,,,,Committed the patch to trunk (revision 63660) and branches/2.1 (revision 636606).
1180084_2,x,,,,,,"Thanks a lot!

"
438471_1,,,,,,,Excellent!
438471_2,,,,,,,Looks we all ran into the same issue with TCK.
438471_3,,,,,,,Good verification.
438471_4,,,,,,,"Sorry about your signal :-(

"
1415726_1,,,,,,,"> Attached is d1644_combined_v3.diff, a patch proposal which combines the two previous code change patches."
1415726_2,,,,,,,I will try to review the latest patch sometime today...
531285_1,x,,,,,,"Adrian,

thanks for the patch: rev."
531285_2,,,,,,,"540843
I'm leaving this issue open because a similar patch should be applied to the ecommerce/includes/language.ftl file

Jacopo"
803852_1,,,,,,,Just updated and ran through a few test runs -- haven't seen this since.
1201433_2,,,,,,,Sorry that this patch seems to have slipped through the cracks.
461681_1,,,,,,,"Hi, Corinne, did you attach the wrong patch?"
217235_1,,,,,,,"Yes, it seems that in some cases the exceptions are swallowed and e.printStackTrace() is heavily used."
217235_2,x,,,,,,"thanks,
nandana"
1607009_1,,,,,,,"Yes, You are right [~jiannan], If the {{bkActiveLedgersSnapshot}} contains ledgers which are > {{lRange.end()}}, then there is no chance of being gc'ed in the current gc call."
1607009_2,,,,,,,"But if one more ledger is created, then on next gc call, all ledgers deleted ( which are having lesser ledgerId than latest created) will be gc'ed."
1379172_1,x,,,,,,"Thanks for review and test case, Knut."
1379172_2,,,,,,,Committed revision 642996.
1379172_3,,,,,,,(Both the patch and the JUnit tests).
248572_1,,,,,,,"Yes, that makes perfect sense to me."
1117634_1,,,,,,,Committed.
1117634_2,x,,,,,,Thanks Suresh.
670312_1,,,,,,,Patch looks very good.
670312_2,,,,,,,1
608344_1,,,,,,,"@Jon,
 +1 the patch looks good."
608344_2,x,,,,,,Thanks for your patience.
608344_3,,,,,,,Committing now..
514901_1,x,,,,,,"Hi Atul,
that looks good at a first glace."
514901_2,,,,,,,I'll have a deeper look this evening.
514901_3,,,,,,,":-)
Cheers"
1116483_1,,,,,,,I committed the patch.
1116483_2,x,,,,,,Thank you Ravi.
169844_1,x,,,,,,"+1, thanks Tom!"
1616089_1,,,,,,,I had a look at the rpm side and it looks ready to commit.
1616089_2,,,,,,,Thanks for the patch!
833875_1,,,,,,,Hi Kevin - Any update on this.
833875_2,,,,,,,Thanks
979673_1,,,,,,,+1 on patch.
979673_2,,,,,,,It looks like what was applied to trunk.
979673_3,,,,,,,Is that so Ram?
1676480_1,,,,,,,aim to merge patches and publish for review by this coming weekend
673090_1,,,,,,,"some tests are still problematic, at least on windows..."
673090_2,,,,,,,"I think perhaps some of the crazier ones like DiskFull, TestCrash, anything that has to disable MockDirectoryWrappers's checks because they must create corrupt indexes or other scary things.
"
1624651_1,,,,,,,Hi Jeremias.
1624651_2,,,,,,,Looks fine to me.
1624651_3,,,,,,,"Applied, thanks!"
1003216_1,,,,,,,Can I get a +1 from someone else.
1003216_3,,,,,,,Should be a quick review.
1003216_4,,,,,,,Thanks.
1166809_1,,,,,,,Thanks for the reviews everyone.
986573_1,,,,,,,"Jan,

I looked that the logic again I think your are right."
986573_2,,,,,,,When I did a quick glance last time I only saw the isolated patch and didn't see enough context to see the existing retry logic.
986573_3,,,,,,,(review board is helpful).
986573_4,,,,,,,Mind adding some comments explaining why this is ok to retry?
986573_5,,,,,,,(We are retrying once and if we fail twice we give up).
986573_6,,,,,,,It seems strange to me that we are retrying something that throws a DoNotRetyIOException.
986573_7,,,,,,,Anyone else have any comments?
542463_1,,,,,,,ok... i will change it then and keep in mind in case we run into odd issues permission wise.
348498_1,x,,,,,,"Thanks, Joseph!"
348498_2,,,,,,,Patch committed.
762723_1,,,,,,,Patch committed to trunk.
751206_1,,,,,,,Applied jackrabbit-core patch in revision: 949724
1039346_1,,,,,,,This newest patch applies cleanly and tests all pass.
1039346_2,,,,,,,"Personally, I'm +1 to commit."
1039346_3,,,,,,,I'd like for Stack or Jim to take a look at it before we commit it.
1039346_4,x,,,,,,"Thanks again for this really great patch, Andrew."
1039346_5,,,,,,,You've knocked out a really ambitious bit of work here.
1596460_1,x,,,,,,"Hi Edward

Thanks for spotting it."
311896_1,,,,,,,Committed to master.
1066585_1,,,,,,,Everything is ok.
1066585_2,,,,,,,Thanks.
1066585_3,,,,,,,Verified at revision 473588.
903019_1,,,,,,,"Hi Uma, thanks for taking a look."
903019_2,,,,,,,h2108_20110727b.patch: fixed DatanodeManager constructor and activate(..).
1331554_2,,,,,,,Unable to apply cleanly.
751857_1,,,,,,,Patch applied in revision 889133.
1060021_1,x,,,,,,Thanks Andrew - the patch was applied to SQL module at r525019.
1060021_2,,,,,,,"Please check that the patch was applied as you expected.
"
169584_1,x,,,,,,"Thanks for taking care of this, Alejandro."
1552744_1,,,,,,,combined patch against 1.0
1529178_1,,,,,,,"Screens too big to attach: https://www.dropbox.com/s/p2e2gvi87vw772n/cordova_screens.psd

Eventually this should go on the Cordova website, and not the repo, I think."
1646295_1,x,,,,,,"Fixed in svn revision 533916.

thanks,
dims"
1049331_1,x,,,,,,Thanks Oliver.
1049331_2,,,,,,,Verified.
1049331_3,,,,,,,"All the changes are correct.
"
914660_1,,,,,,,New patch looks good (nice comment on why NODELAY).
914660_2,,,,,,,Let me test it.
793141_1,,,,,,,Subversion dump file.
1697933_1,,,,,,,I found the same issue about unparkSuccessor with the latest snapshot also.
1697933_2,,,,,,,Please take a look and see what else needs to be fixed.
1697933_3,x,,,,,,Thanks a lot for your help!
893571_1,,,,,,,"+1, the latest patch looks good to me."
893571_2,,,,,,,I'm going to commit this momentarily.
1141875_1,,,,,,,The patch looks good.
1141875_2,,,,,,,1
1593668_1,,,,,,,"Hi Claus,

Please find the attached patch and zip files containing the changes you recommended."
1593668_2,,,,,,,I will check-in this version...
1593668_3,x,,,,,,"Cheers,

Ashwin..."
431730_1,x,,,,,,Thanks Martina.
431730_2,,,,,,,I will look at applying this later today.
1148221_1,,,,,,,I just committed this.
1148221_2,x,,,,,,Thanks Christian.
1101394_1,,,,,,,"+1, the latest patch looks good to me."
1101394_2,,,,,,,"Allen, has Jon addressed all of your concerns?"
1101394_3,,,,,,,"If so, I'll go ahead and commit this patch."
1101394_4,,,,,,,Please let me know.
1607003_1,,,,,,,Committed r1463555.
1607003_2,x,,,,,,"Thanks for taking a look, Jiannan
"
1108896_1,,,,,,,"Alejandro, we are in a middle of the release right now, but I'll work on that over the weekend, perhaps."
151401_1,x,,,,,,"@mahadev - I would love to help test a patch :) I'm currently using 3.3.1 + ZOOKEEPER-744 + ZOOKEEPER-790, applied in that order."
969033_1,,,,,,,"This patch fixes the issue:
# Short circuits the MUST_PASS_ONE case just like it is done in the MUST_PASS_ALL case."
969033_2,,,,,,,# filter.filterRow() is called *after* filterKeyValue in the normal flow of things.
969033_3,,,,,,,This makes the test do the same where it matters.
969033_4,,,,,,,I am quite skeptical about this.
625321_1,,,,,,,+1 (subject to hudson)
518552_1,x,,,,,,"Thanks Atul,

Your patch is in trunk at r933169

I just added some ""mod for OFBiz layered lookups"" comments around changes as suggested Sascha"
1659591_1,x,,,,,,Thanks for you work on this Jayachandra.
1074241_1,,,,,,,verified by Paulex
1661407_1,,,,,,,"Ashu,

Please take a look at http://cvs.apache.org/viewcvs.cgi/xml-xerces/java/src/org/apache/xerces/dom/DeepNodeListImpl.java (mentioned by jongjin)

-- dims"
640153_1,,,,,,,This issue is fixed.
640153_2,,,,,,,Fixing this issue led to the next issue.
1109371_1,,,,,,,"(will commit after Hudson +1s, that is)"
653461_1,x,,,,,,"Thanks Areek, new patch looks great; I'll commit shortly."
1674348_1,,,,,,,"HI Christian,

I've applied your patches to trunk."
1674348_2,,,,,,,Looking good.
1674348_3,,,,,,,Thanks.
1674348_5,,,,,,,Could you verify the fix against the next nightly snapshot?
416614_1,,,,,,,"
Updated patch to work with the latest shindig revision, that is, subversion revision 727075."
1487389_1,,,,,,,Are there snapshots of the volumes belonging to the VM?
531096_1,,,,,,,"Thanks,

rev."
1609273_1,x,,,,,,"Thanks a lot, Kiran for the patch."
1609273_2,,,,,,,Changes looks good.
1609273_3,,,,,,,"@Ivan, could you please add your comments?"
1609273_4,,,,,,,"if you like, please push this in."
604559_1,,,,,,,"When I put this patch it did not have this issue,Let me update the patch."
604559_2,,,,,,,Thanks for finding this out.
604559_3,x,,,,,,"Thanks,
Mayank"
1093267_1,,,,,,,+1 for the patch.
1093267_2,,,,,,,I committed it.
1093267_3,x,,,,,,Thank you Thejas for the patch and Ivan for the review.
557642_1,,,,,,,I'm not very familiar with ant but i'd think it's just a wildcard for a classpath.
599753_1,x,,,,,,Thanks Alejandro .
599753_2,,,,,,,I misunderstood your comments.
599753_3,,,,,,,Thanks for the clarification.
599753_4,,,,,,,"It make sense, I am attaching the updated patch."
599753_5,x,,,,,,"Thanks,
Mayank"
1651406_1,,,,,,,I've tried this and Can't seem to find any problem.
1651406_2,,,,,,,Can you attach the WSDL /XSD files that created the problem ?
223666_1,,,,,,,"Wow, that was quick!"
223666_2,,,,,,,Thanks for the solutionhints.
223666_3,,,,,,,Works fine and the way i (and w3c) wants it now.
223666_4,,,,,,,"No problemo, Close is fine for me."
797836_1,,,,,,,"Thanks, correctly applied the patch and updated working copy."
150896_1,x,,,,,,"I would love it in 3.3.2, will upload a patch for that version."
1648251_2,x,,,,,,"Thanks, Mike!"
609445_1,x,,,,,,Thanks Ravi.
609445_2,,,,,,,"Yea, this fixes the other tets."
609445_3,,,,,,,I'll re-run the whole suite on branch-20-security for sanity before committing.
214135_1,,,,,,,"Patch applied, thanks Nils"
988022_1,,,,,,,Wrong JIRA...please ignore my previous comment.
1182156_1,,,,,,,Committed revision 543344 in sandbox.
1182156_2,,,,,,,"Jason, thanks for the patch."
594886_1,,,,,,,"Thanks for the review, Sidd."
594886_2,,,,,,,Attaching the patch for branch-0.23.
148220_1,x,,,,,,"Sweet! Git, I love git! :)"
1611788_2,x,,,,,,Thanks Sijie.
1165502_2,,,,,,,1
798095_1,,,,,,,"OK, we'll leave it with Atlassian"
158904_1,x,,,,,,Thank you for the patch Sergey. 
158904_2,x,,,,,,I love a solution that's simpler and easier to understand than the original.
1606184_1,,,,,,,"how about changing to ERROR for org.apache.zookeeper.server, and leaving as it is for the rest?"
492451_1,,,,,,,"Hi,

Thanks for your comments."
492451_2,,,,,,,"It is supposed to be handled as part of
http://issues.apache.org/jira/browse/OPENJPA-907

There is a patch attached to it (I was a bit liberal with the RegEx)."
492451_3,,,,,,,"I will correct it and ask for commiting the patch, once I am done with this."
492451_4,,,,,,,"Regards,
Ravi."
153942_1,x,,,,,,"Hi Henry, Thanks for checking it out. 
"
153942_2,x,,,,,,"In fact, if you happen to know why ObserverHammerQuorumTest is failing with this latest patch, I'd love to hear."
879269_1,,,,,,,I have committed this.
879269_2,x,,,,,,"Thanks, Jing!"
1619858_1,,,,,,,Applied the patch with revision 169493 -- thanks.
431558_1,,,,,,,This a patch submitted by Ankur Goyal.
390946_1,x,,,,,,That sounds like a plan. I love peer-reviews... :-)
431558_2,,,,,,,I will apply and verify it.
423508_1,,,,,,,Junit test.
1403644_1,x,,,,,,"Thanks for the very clear explanation of the needed change, Dag."
1403644_2,,,,,,,"I have attached DERBY-3084.diff and the corrected file, rrefsqlj31580.html."
1403644_3,,,,,,,Please let me know if any further changes are needed.
1378557_1,x,,,,,,"Thanks for reminding me; I agree, I'll do it.

"
813608_1,,,,,,,Committed to trunk.
813608_2,x,,,,,,"Thanks, JinJie!"
1456150_1,,,,,,,"Yeah, I know."
1456150_2,,,,,,,Just noticed when trying to vote for 1.3.0.
152294_1,,,,,,,"Qian,
 Does seem like something wrong with hudson."
152294_2,,,,,,,Pat and myself are taking a look at it .
152294_3,,,,,,,thanks
1208728_1,,,,,,,"Committed to trunk and flume-1.4, rev: c0c4947."
1208728_2,x,,,,,,Thanks Brock!
915701_1,,,,,,,Submitting it for Hudson to run the tests.
915701_2,,,,,,,Can someone review the patch in the meanwhile?
691606_1,,,,,,,"Looks good, I'll commit."
691606_2,x,,,,,,Thanks Thomas!
1361949_1,,,,,,,"Hi Knut 
I am interested in taking up this task.. Is that fine and kindly direct me on where to start off here."
524342_1,x,,,,,,"Thanks Divesh,

Your patch is commited at revision: 762863  
"
432723_1,x,,,,,,"Hi Sagara,

Thank you very much for looking into this."
432723_2,,,,,,,I will investigate this issue and update the patch.
432723_3,,,,,,,"Thanks,
-Suresh "
202107_1,x,,,,,,A pleasure :>.
202107_2,,,,,,,"Cheers,
   Berin
"
1665161_1,x,,,,,,Thanks Tom.
1665161_2,,,,,,,I updated the indentation and doc/build.xml.
196821_1,,,,,,,I think that the problems are not related.
196821_2,,,,,,,"I think that Henry Zongaro should open a new defect for the local-name
problem."
196821_3,,,,,,,"Fix for the gererate-id() problem seems to be correct.
"
1045102_1,,,,,,,Thanks Andrew.
1045102_2,,,,,,,Patch applied to PACK200 module at repo revision r611862.
1045102_3,,,,,,,"Please check it was applied as you expected.
"
167710_1,x,,,,,,I would love to have it right now for storm too. If you want me to sign up as a use case I am happy to.
206441_1,,,,,,,"patch to add DynamicAttributesHandler and update SimpleTheme, AbstractCommonAttributesTest, and AbstractTest"
452819_1,,,,,,,"re: ""should remain"" - yes, I vote it should remain, but be more flexible"
1551007_1,,,,,,,"+1, committed, thanks"
829999_1,,,,,,,The changes to LazyBoolean.java look good.
829999_2,,,,,,,+1 to what Esteban said.
1030636_1,,,,,,,Committed.
1030636_2,x,,,,,,Thanks for the patch Erik (and Jon)
858056_1,,,,,,,Committed.
858056_2,,,,,,,Thanks Edward
398076_1,x,,,,,,"Thanks for figuring this one out and providing the patch, Jamie!"
398076_2,,,,,,,Fixed in http://svn.eu.apache.org/viewvc?view=rev&revision=702423
832893_1,x,,,,,,@Ashutosh: thanks a lot for the comments.
832893_2,,,,,,,"updated patch submitted at:
https://reviews.facebook.net/D4455"
1321632_1,,,,,,,"Hi Yuval, could you please attach a sample project showing the error?"
1321632_2,,,,,,,"Or even better, do you have a patch?"
331771_1,,,,,,,"Created an attachment (id=12292)
corrresponding patch for LocalStrings.properties - will provide more as I encounter them
"
1603656_1,x,,,,,,Thanks for the quick patching Donald!
528430_1,x,,,,,,"Thanks Bilgin,  it is working fine now."
1071886_1,,,,,,,"Hello Paulex,

    The fix is fine."
1071886_2,,,,,,,Thanks!
1071886_3,,,,,,,"Best regards,
Jimmy"
754406_1,,,,,,,A test suite that shows the issue
784754_1,,,,,,,> Eagerly awaiting faster mirroring with github.
784754_2,,,,,,,See INFRA-4641 for some thoughts on how we could/should achieve that.
784754_3,,,,,,,Input welcome!
155576_1,,,,,,,I just committed this.
155576_2,x,,,,,,Thanks henry and pat... we'll have to re submit all the PA's so trigger hudson.
513770_1,,,,,,,Thanks for Confluence update Francis
1076299_1,,,,,,,"Svetlana,

Fixed in LUNI java.net.DatagramPacket at repo revision 376009."
1076299_2,,,,,,,"Please check this fully resolves your problem.
"
979479_1,,,,,,,@Matt It would if I submitted the patch... Ugh  Lets see.
1632066_1,,,,,,,Patch applied.
1632066_2,x,,,,,,Thanks senaka for the patch.
166284_1,,,,,,,Thanks [~bikassaha] addressed your comments.
166284_2,,,,,,,Attaching a new patch.
1060977_1,x,,,,,,"Thank you very much, Richard."
1060977_2,,,,,,,The fix looks fine at r517575.
1071157_1,,,,,,,The patch looks fine.
1071157_2,,,,,,,Thank you
1273997_2,,,,,,,"On 2010-03-01 15:37:55.688 jchuang commented:
AIR bug is fixed."
1660920_1,,,,,,,Can you please submit a patch?
1660920_2,,,,,,,"thanks,
dims"
299188_1,,,,,,,Thanks!
299188_2,,,,,,,Patch applied in revision 885311.
1575543_1,x,,,,,,"Thanks for the patch Niall, +1"
155358_1,,,,,,,I just committed this.
155358_2,x,,,,,,thanks henry!
1173000_1,,,,,,,Shawn committed the fix in  rev 1159269 & rev 1164330
196370_1,,,,,,,my xsltmark tests now run the docbook test without a problem.
196370_2,,,,,,,Thank Morris.
1066806_1,,,,,,,Patch applied at 472664.
1066806_2,,,,,,,Please check that it was applied as expected.
1564892_1,,,,,,,why do we need normalmappedsegment as well as native?
1564892_2,,,,,,,could we get rid of normal?
1412275_1,,,,,,,Patch d2087_try2.diff  Committed revision 499100 - Thanks Julius
1463800_1,,,,,,,Patch applied in r710027.
1463800_2,,,,,,,Thanks!
1599436_1,,,,,,,The rest of the TODO has been postponed to Camel 2.0 in CAMEL-971.
536389_1,,,,,,,"Thanks Jacopo, this is in SVN rev 7808."
919443_1,,,,,,,"Yup, it does the trick."
919443_2,,,,,,,I've ran the tests are both seems to be running fine now.
919443_3,,,,,,,+1 on the patch.
1643696_1,,,,,,,"As I know this is working , [I didnt not test with JSR 181] , but I have tested with POJOs and it worked fine for me 

Thanks
Deepal"
1181202_1,,,,,,,Patch applied in rev 586231
1731894_1,,,,,,,"If tablet unloads were to use the normal compaction queue, may want to prioritize unload related compactions on the queue.  "
592394_1,x,,,,,,"Taking it over

Thanks,
Mayank"
1172839_1,,,,,,,"Thanks Ivan, I commit the code according to your suggestion."
365543_2,,,,,,,"Committed revision 1298668.

thanks for the suggestion Antony"
1062946_1,,,,,,,"Verified at r495393, thanks Tim."
