id,love,joy,surprise,anger,sadness,fear,comment
1796476_2,,,,x,,,I'm however very interested in this feature as it is essential to me.
369884_1,,,,x,,,bq. this is solr's fault by having a getter that does some heavy duty xml shit.
1459734_1,,,,x,,,"Holy complicated-as-shit-algorithm, Batman!

The complexity of our implementation vs the complexity of what we're actually doing is starting to worry me here."
1553771_1,,,,x,,,"It also happens at the very startup after he has loaded only 3 sstables (hence DataTracker likely have 3 sstables, not a shit load)."
630936_1,,,,x,,,"Shit, my bad. The posted patch is from a completely wrong branch of my git repo - I had not realized I ran the test-patch against a branch not branch-1."
369034_1,,,,x,,," (In this particular case, Hoss clearly intended to use the no-no word as an intensifier, and not to stir shit.)"
711843_6,,,,x,,,Maybe only one of us should play lawyer and the other one play engineer.
711843_7,,,,x,,," I used to be the latter, but then I went to law school and got a degree in this shit. "
711843_8,,,,x,,,"Then, to make matters worse, since the mid-1990's I've been offering pro bono advice to non-profit foundations whose members insult me regularly and assume I'm an amateur.  "
711843_9,,,,x,,,"Someone, but I'm not sure who, owes me a public apology here.  /Larry  "
1340869_1,,,,x,,,"Shit, there is an dependency. Please go to Preferences -> LDAP -> Entry Editor and enable the option ""Show operational attributes""."
1659098_1,,,,x,,,that's bad Content-Type from gSOAP.
1019716_2,,,,x,,,Pull it back in if you think different.
659090_1,,,,x,,,Hmm ... this is quite bad.
1014870_9,,,,x,,,You are messing down deep below hbase in dfs.
479640_1,,,,x,,,"Damn it, sry lost the orientation."
878663_1,,,,x,,,"Oh, my stupid:)"
795658_1,,,,x,,,oh ...geez I'm an idiot.
1460620_5,,,,x,,,@jira - I wish you didn't suck so much.
379645_2,,,,x,,,Indeed that would be VERY bad design.
1097157_2,,,,x,,,My bad.
1107226_2,,,,x,,,(How bad is this?
602431_1,,,,x,,,I'm confused.
643868_1,,,,x,,,This is pretty trivial.
491593_1,,,,x,,,"Of course, it could...  :-)  DOH!"
1462478_4,,,,x,,,"Then you're pretty well screwed.
"
1604604_2,,,,x,,,"Damn, Chuck is scary."
1078935_1,,,,x,,,This is bad.
1574716_1,,,,x,,,"Well, that sucks."
168182_1,,,,x,,,Bad memory.
1490674_1,,,,x,,,"The state stuck at ""Allocated state"", It is a dup of 3788."
422120_1,,,,x,,,This is a pretty awful bug.
614890_1,,,,x,,,Replaced patch with fix to catch more bad variables
923961_29,,,,x,,,Does this suck?
377662_2,,,,x,,,"Of course, StrFieldSource is a private class

No it's not."
343003_3,,,,x,,,CSS is really confusing sometimes.
1508156_3,,,,x,,,"Django is a fullstack framework, Click is not."
726311_1,,,,x,,,My bad.
623142_2,,,,x,,,"Credit, of course, goes to Dick."
1142125_2,,,,x,,,It seems really confusing.
300170_4,,,,x,,,+1 for this: my bad.
760720_2,,,,x,,,Hell or high water.
653972_4,,,,x,,,-1 to jar hell.
1575811_3,,,,x,,,That would suck.
339681_3,,,,x,,,"If so, a test that succeeds with errors is confusing as hell..."
664416_18,,,,x,,,If the different segments are somewhat homogeneous then these stats should pretty much be very close anyway.
1113225_2,,,,x,,,"This is pretty trivial, just adds three asserts to TestPath#testNormalize."
807936_2,,,,x,,,"I doubt that Squid is so
bad at it."
1005556_7,,,,x,,,It's not too bad once CacheConfig is in.
1575380_2,,,,x,,,"Not too bad though, since clearing out commitlog segments is easily done."
371246_1,,,,x,,,ah - my bad.
775669_1,,,,x,,,"My bad, had a typo in the subscription e-mail."
1583248_1,,,,x,,,My bad.
1324230_1,,,,x,,,"Yep, my bad."
1020769_2,,,,x,,,Pull it back in if you think different.
1197428_8,,,,x,,,Tabs are evil.
494695_12,,,,x,,,I looked at our distributed pom.xml and they're pretty obscure.
614577_3,,,,x,,,once per every bad disk).
645729_8,,,,x,,,"Hell, UnaryFunction might even be faster than all of these calls in a row.
"
695744_3,,,,x,,,This was very bad documented.
363937_1,,,,x,,,Damn.
1025372_2,,,,x,,,Pull it back in if you think different.
679938_5,,,,x,,,"Ie, both at are bad."
313850_1,,,,x,,,"durrrh, that sucks."
1342154_2,,,,x,,,My bad.
797123_1,,,,x,,,I'm an idiot.
360997_3,,,,x,,,Splitting an existing sub-shard gets stuck up.
370394_4,,,,x,,,This is bad.
1341264_1,,,,x,,,"Oopps, bad move !"
227345_1,,,,x,,,the recommendation in the wiki is bad.
455423_1,,,,x,,,My bad.
709675_2,,,,x,,,"I'm starting to think of ""DLL Hell."""
1343458_2,,,,x,,,#NAME?
1037111_1,,,,x,,,Fix bad patch
1446418_1,,,,x,,,Logger on top of Log4J and its abstract base class for supporting other frameworks.
1216454_2,,,,x,,,My bad.
1544868_5,,,,x,,,"Well, either you query the database every damn time, and your plugin/tool/code will be super slow."
1564458_9,,,,x,,,Damn it.
1117164_1,,,,x,,,Hudson seems to be stuck on this. 
1184606_2,,,,x,,,My bad...
1015575_79,,,,x,,,which is silly -- bad package encapsulation).
807104_2,,,,x,,,My bad.
1090110_1,,,,x,,,"Oops, had a bad comparator in the TestCLI config."
697280_4,,,,x,,,My bad.
1600589_7,,,,x,,,The food is very bad.
787029_1,,,,x,,,"<gmcdonald> , my bad
"
1166447_1,,,,x,,,My bad.
1570960_2,,,,x,,,My bad.
1017759_2,,,,x,,,Pull it back in if you think different.
756748_2,,,,x,,,"Aaarrggh, how stupid of mine  to have a System.out, again!"
645729_8,,,,x,,,"Hell, UnaryFunction might even be faster than all of these calls in a row.
"
484844_2,,,,x,,,I always get the same stupid error.
807104_1,,,,x,,,Damn maven!
360160_1,,,,x,,,"I don't care if everything is pretty or not, but we should at least support basic admin functionality in IE IMO (though I have not used it for years for just about anything)."
1340592_1,,,,x,,,I've looked at what can be done within the NSIS framework we use to build the Windows installer.
816440_11,,,,x,,,"A feature with wrong functionality is as bad as, if not worse than, a bad performance."
1480433_1,,,,x,,,Doh!
693227_1,,,,x,,,Doh.
206512_1,,,,x,,,"Sounds weird to me...
Could you package a (totally!)"
376155_4,,,,x,,,Am I doing something stupid here?
1570651_1,,,,x,,,"* Replaced TreeMap with an Array of final 'Segment' objects
** (now very slightly faster than trunk)
* Rebased for trunk
* Removed the patch renaming SSTableReaderTest to SegmentedFileTest

I didn't remove the builder pattern, because the alternative seems pretty ugly (copying the segments array for every append)."
1143627_10,,,,x,,,"HADOOP-2949:
 - If tarball is specified, HOD no longer validates for the pkgs directory in gridservice-hdfs or mapred sections as these are not going to be used anyway."
798023_3,,,,x,,,It must be lost somewhere.
235183_3,,,,x,,,Too bad we can't use position:fixed in IE6.
189473_1,,,,x,,,"I think the correct resolution is to ensure that the prefix stack mechanism 
gets reset each time the XMLReader is used."
716082_59,,,,x,,,This is always a really bad way to design software.
734585_7,,,,x,,,"It may suck, but at least *I* won't be the one bringing in a dumb dependency to a logging library."
689700_12,,,,x,,,How on earth is it buggy?
819338_5,,,,x,,,"I didn't do that because that seems bad in hive, so I returned ""null"" from the operation."
715083_3,,,,x,,,This sucks.
331800_3,,,,x,,,"They don't vote, they
whine that something (or everything) sucks."
390380_1,,,,x,,,Damn dyslexia!
1352960_2,,,,x,,,Damn it !
1014736_5,,,,x,,,Doing it at the hackathon you'd have a few fellas at your shoulder to give you pointers should you get stuck.
726608_1,,,,x,,,"Ah, that was my bad."
633319_5,,,,x,,,My bad.
1447251_2,,,,x,,,it's my bad.
1117213_2,,,,x,,,My bad!
700813_1,,,,x,,,"Ah, too bad."
1604604_2,,,,x,,,"Damn, Chuck is scary."
1629017_7,,,,x,,,Here is quite bad.
1166113_3,,,,x,,,This name gets confusing with all of our prenamed *Worker* and *Master* classes.
1323405_2,,,,x,,,* release of the framework.
932777_1,,,,x,,,I'm a pretty strong -0 on this.
1036745_4,,,,x,,,Not pretty. 
1456574_2,,,,x,,,That's pretty unlikely.
1142601_1,,,,x,,,Pretty much everything that FSNamesystem (ie.
1446136_2,,,,x,,,Kind of sucks.
822155_2,,,,x,,,Since this patch is so damn large already I won't be making anymore changes to this other than critical/blocker bug fixes.
706069_21,,,,x,,,But please don't say that my reasoning is bad - because it is not.
689231_5,,,,x,,,> We can't let fear of back-compat prevent us from making progress.
1675227_2,,,,x,,,I really don't care.
1154490_1,,,,x,,,I am planning to use this framework for some new RPCs I am adding.
986179_2,,,,x,,,"Don't hate me, just throwing this out there."
1110767_1,,,,x,,,Weird.
1342087_1,,,,x,,,This is weird.
794990_2,,,,x,,,Gav...(Hoping I'm not teaching you how to suck eggs :) )
1029356_4,,,,x,,,For those of us who don't care about ivy in fact lose something - a easy to build hbase.
685936_2,,,,x,,,Where on earth are you anyway?
398365_2,,,,x,,,My bad.
1151657_1,,,,x,,,"My bad, this is already done."
1442549_8,,,,x,,,That is bad.
1687237_4,,,,x,,,"Filling diags.log is bad mojo, since it's never rotated."
654312_16,,,,x,,,How bad is it?
935305_2,,,,x,,,My bad.
921646_4,,,,x,,,My bad.
289511_5,,,,x,,,Bad IE.
289511_6,,,,x,,,"Bad.
"
1020231_2,,,,x,,,Pull it back in if you think different.
741317_1,,,,x,,,Stupid user error :)
1461162_1,,,,x,,,Weird.
1534996_1,,,,x,,,That's weird.
1442119_6,,,,x,,,"Actually I don't want to specify the encoding, because I don't care how the data is transported to me."
667138_2,,,,x,,,"And boy, hell broke loose ;)

So... the biggest issue I'm facing is indeed with Random sharing across threads."
215355_1,,,,x,,,I don't care what we do as long as we don't change the attributes in JSP significantly.
1582964_1,,,,x,,,The Async API in http client 4.x really sucks.
1199024_1,,,,x,,,"
Forget the patch for the moment."
1023195_2,,,,x,,,I'll just put fix in under this issue.
1661472_1,,,,x,,,"Please forget last comment, it is incorrect."
686625_1,,,,x,,,"umm ... call me crazy, but why are we making this public?"
1082705_1,,,,x,,,"[~cmccabe]: oh, hell no!"
1342186_1,,,,x,,,Damn...
1158826_1,,,,x,,,I'd say to hell with windows minority :)
902952_10,,,,x,,,"Because, we don't care for this in cases where we there is no node that is down."
766334_3,,,,x,,,"The eclipse ui was completly stuck, which was similiar to the other experinces."
935305_2,,,,x,,,My bad.
1208484_1,,,,x,,,"Juhani..my bad, i was mistaken."
740627_1,,,,x,,,My Bad.
882308_2,,,,x,,,That's my bad.
1148854_7,,,,x,,,Seeking back is pretty inefficient in DFS.
1140339_1,,,,x,,,Doh!
1120812_1,,,,x,,,Hudson is stuck.
182375_8,,,,x,,,Weird.
1527929_2,,,,x,,,Weird.
942516_1,,,,x,,,That's weird.
748115_2,,,,x,,,"If that would be the case, this would be bad design."
676102_5,,,,x,,,This just seems really evil.
866657_4,,,,x,,,"It may cause conflicts, but if your intent is to break system security, you probably don't care."
239501_1,,,,x,,,"My bad, uploaded the wrong patch."
1625109_6,,,,x,,,"I just hate having no clue what a file is really depending on ;)
"
344525_1,,,,x,,,"Ah, damn, I thought it was fixed :/

Guillaume ?"
376790_18,,,,x,,,"I abbreviated the heck out of my arguments and thinking, but damn it thats what I think :)"
769631_1,,,,x,,,A stupid bug in a patch that is already applied.
1039334_6,,,,x,,,"In this case, data would pretty much just silently be lost."
802486_5,,,,x,,,This whole thing is really pretty trivial.
1467851_3,,,,x,,,An output connector should also have a say in what URLs it will accept.
1542045_1,,,,x,,,"Turning off hints is basically intended as a ""oh shit, something is broken with hints, let's turn it off"" switch."
778795_1,,,,x,,,"why on earth would it match anything, you have not even touched the Apache install."
291420_4,,,,,,,"Anyway, created a patch ... 
"
349845_1,,,,,,,"Ah, HA!"
1001112_3,,,,,,,or a log message?
1015425_2,,,,,,,Until there is a general mechanism Hbase should do something.
1027272_2,,,,,,,but there is no such limitation in the consistent algorithm behind ZK.
1041633_1,,,,,,,It will be taken care as part of HADOOP-7642.
1060024_1,,,,,,,The contribution archive.
1078380_3,,,x,,,,What is convenient for the user to download two archives to run the project (or install maven)?
1078380_5,,,,,,,+1 for the docs in the SRC though.
1078538_1,,,,,,,"Okay Edward, you haven't understood how it works."
1078538_2,,,,,,,Maybe you know it better when I show you some code.
1078538_4,,,,,,,"If you want to have a binary sequencefile format, then do this."
1078538_7,,,x,,,,What if you want to change this binary format?
1078538_8,,,,,,,Do you want to recreate every file on the whole planet?
1078538_9,,,,,,,"You must take care about versioning then, and that is because we need a proxy between the inputformat and our vertex API."
1082300_3,,,,,,,Contributed by Vinay.
1085921_3,,,,,,,Previously we are mainly focus on trunk failures.
1093469_1,,,,,,,"Yea, I think it would be worth distinguishing between the reasons."
1099350_3,,,,,,,Gimme a few mins to clean this up properly.
1108919_2,,,x,,,,Is the -put command returning non-0 to indicate failure?
1116947_3,,,x,,,,Is it by mistake?
1142303_3,,,,,,,We should be assigning atleast 50% of it's capacity.
1147213_3,,,,,,,"pread I mentioned is FSInputStrea.read(long, buf, offset, len)."
1152961_8,,,,,,,multiple pread invocations hitting contiguous byte ranges is quite tricky.
1182528_2,,,,,,,I would have hopped that the URI(String) constructor would have decoded things properly (or encoded them as it happens to be here).
1191462_1,,,,,,,"Continue with stupid questions :)

Who is sponsor and mentor of project?"
1191462_2,,,,,,,"So, who should create mail lists, bug databases, etc."
1194208_1,,,,,,,"Fixed bug of <hr />, the siteinfo is always after the rest of the page now."
1197613_1,,,,,,,batch transition to closed for remaining resolved bugs
1198478_1,,,,,,,"Hi Vincent,

I wasn't aware of that."
1203586_5,,,,,,,"We are all different"" Crowd
""I'm not"" Dissenter
Monty Python's Life of Brian "
1217410_2,,,,,,,"Turns out that Ubuntu dropped 32 bit support for 'whatever' in 12.04 and now you need to run ""sudo apt-get install ia32-libs"" in order to get older executables to run."
1217410_3,,,x,,,,I wonder why not so many people use Linux?
1258790_1,,,,,,,"On 2009-06-08 19:22:03.496 kjian commented:
Localization data error."
1258790_2,,,,,,,"On 2009-06-08 19:22:40.967 kjian commented:
Localization issue."
1260661_3,,,,,,,Will close this as a dup.
1289367_18,,,,,,,"[rvollmar 3/27/07] There are two bugs that are causing backwards compatibility issues, and I think the emails we've been exchanging have confused them."
1326110_2,,,,,,,"First, an attempt is made to convert
      * each argument."
132669_3,,,,,,,"It is better to express such things in Java, or in a query language that is designed for that."
132669_4,,,x,,,,"Why would I want to use XML, when i can use the QBC API, or HQL (HQL can be embedded in the XML, remember), to express this stuff much more naturally?"
132669_5,,,,,,,"In addition, in the longterm we will all most likely be using annotations, and the ""fetch group"" notion does *not* work with annotations."
1328594_8,,,,,,,"It's generally pretty straightforward, but extensibility is not quite clear."
1342186_2,,,,,,,"I have changed one test to see what will happend if I set the pwdIdle to b > 0, and the test passes."
1342186_3,,,,,,,What exactly is your configuration ?
1342658_2,,,,,,,"The more I think about the issue, the more I find it critical."
1342658_3,,,,,,,"If we remove an entry while someone is doing a search, the search will fail."
1342658_4,,,,,,,"Also we have some problem during replication, just when we try to replicate some deletion, and it might prefectly explain why we get those issues."
1345883_3,,,,,,,"(Ok, as expected ...)

Waiting for a better log, when you will have installed a new server build from 1.0-trunks, then."
1345883_4,,,,,,,"What you can do is trying this request with a different browser when the server is suppose to hang, and also try to do another request when the serveur is supposed to be hang to see if it's not a pb with the PDU length ( what I suspect is that when trying to decode this request, the decoder is waiting for more bytes so wait ad vitam aeternam ...) I gonna try to implement the decoding of this PDU as a test case just to check."
1346179_3,,,,,,,"The search result entry requests does not return the correct DN, because it use the internal representation (byte[]) instead of using the user provided value, which contains escaped values."
1346179_4,,,,,,,"Here, we have two options :
1) work with the internal value, but escape all the special chars
2) work with the stored UP value."
1346179_5,,,,,,,"I think the bnest solution is (2), because the UP value is supposed to be valid - it has successfully been parsed when the first request arrived -."
1346179_6,,,,,,,"This will impact two parts :
- searchResultEntry
- all the response that contains a LdapResult and which returns a MatchedDN."
1346179_7,,,,,,,"I already have a fix for the first request, but the question is : which version will integrate this modification ?"
1346179_8,,,x,,,,any suggestion ?
1348495_2,,,,,,,"I just applied the patch, ran tests."
1351574_3,,,,,,,Then you might switch filter chains to ?
1360146_7,,,,,,,"However, I don't see any failures."
137361_1,x,,,,,,Thanks!
137361_3,,,,,,,We need a proper JUnit test for this!
1398581_6,,x,,,,,I think we are very close too.
1398734_1,,,x,,,,Thanks for reviewing the patch Mamta!
1398734_2,,,,,,,"I've been trying to test a patched build with ibm 1.5. on iseries, but have run into trouble:
- OOM with suites.All."
1398734_3,,,x,,x,,I've been running with -Xmx1024M -Xms1024M before and that worked in the past...Not sure what's going on now.
1398734_4,,,,,,,"A second run (with 2048M) only got worse (sooner) OOM behavior and after that I had trouble getting rid of my processes
- apparent hang with derbyall:lang/wisconsin.java."
